Gene name	Mouse gene name	Mouse homology type	dN with Mouse	dS with Mouse	Mouse orthology confidence [0 low, 1 high]
OSBPL10-AS1					
RPSAP66					
AC036164.1					
LINC01999					
EEF1B2P6					
AC023824.6					
AC093106.1					
FIP1L1					
AC093106.2					
UBE2MP1					
NDUFB9P2					
AC007368.2					
LINC02813					
ZNF587P1					
AC007368.3					
AC135507.2					
NIFKP7					
OSBPL10	Osbpl10	ortholog_one2one	0.0482	0.5774	1
SLC25A1P4					
AC135050.7					
AL391811.1					
AC135050.2					
TRIM26BP					
AC023824.2					
HCG17					
ZNF621					
AC023824.1					
PXK	Pxk	ortholog_one2one	0.0392	0.4257	1
TMEM203	Tmem203	ortholog_one2one			1
AL137186.2					
AC023824.4					
PRSS53	Prss53	ortholog_one2one	0.1131	0.6356	1
TPRN	Tprn	ortholog_one2one	0.1723	0.8811	1
AC114939.1					
AC022784.2					
AC021736.1					
NAIPP1					
AL360295.1					
AC022784.3					
TP53TG3GP					
AGGF1P8					
AC022784.1					
RARRES2P6					
ZNF441					
AC023824.3					
SLC26A10	Slc26a10	ortholog_one2one	0.1332	0.6623	1
AL357568.1					
ZNF646	Zfp646	ortholog_one2one	0.1825	0.6312	1
RARRES2P5					
AC011816.2					
PRADC1P1					
FRG2JP					
AC024475.1					
AC022081.1					
EIF3EP2					
FGFR3P5					
AC024255.1					
AC008063.1					
PHF21A	Phf21a	ortholog_one2one	0.0273	0.221	1
AC104581.1					
NPAS4	Npas4	ortholog_one2one	0.0352	0.3239	1
ARAP2	Arap2	ortholog_one2one	0.091	0.5698	1
AL365400.1					
HNRNPDLP3					
HNRNPDLP1					
ATP6AP1	Atp6ap1	ortholog_one2one	0.0709	0.6036	1
RPS7P13					
RPEP4					
AL365400.2					
AP001437.1					
AL137845.2					
AC020914.4					
AL137845.1					
PPM1D	Ppm1d	ortholog_one2one	0.0524	0.4608	1
HNRNPA1P22					
AC006059.4					
CREB3L1	Creb3l1	ortholog_one2one	0.0378	0.5197	1
HGSNAT	Hgsnat	ortholog_one2one	0.1112	0.6039	1
ACKR2	Ackr2	ortholog_one2one	0.1704	0.8635	1
IL11	Il11	ortholog_one2one	0.0707	0.6684	1
AC008543.5					
AC120042.2					
ZNF491	Zfp78	ortholog_many2many	0.6146	1.8404	0
GGH	Ggh	ortholog_one2one	0.2101	0.527	1
AC026583.1					
AC048383.1					
LINC02205					
AC009434.1					
NF2	Nf2	ortholog_one2one	0.0082	0.5602	1
LINC02204					
AL138885.3					
AC087699.1					
TFAP2A-AS1					
SALRNA3					
AC000124.1					
SALRNA2					
AC025165.1					
AL592161.1					
BX547991.1					
NDUFB4P8					
BX547991.2					
AC124066.1					
WDR78	Wdr78	ortholog_one2one	0.161	0.7044	1
EPN2-AS1					
ATF7IP2	Atf7ip2	ortholog_one2one	0.2267	0.4525	0
C8A	C8a	ortholog_one2one	0.1713	0.5895	1
CTSLP2					
AC099329.2					
PDE4DIPP1					
B4GALNT1	B4galnt1	ortholog_one2one	0.069	0.6078	1
LINC02675					
AC067747.1					
BX469938.1					
CCDC13	Ccdc13	ortholog_one2many	0.1378	0.8169	1
RPL5P10					
YBX2P1					
TMEM190	Tmem190	ortholog_one2one	0.2059	2.0658	1
AL162734.1					
AL353807.2					
AL683842.1					
AL353807.3					
AC099050.1					
AC020922.3					
MSTO1	Msto1	ortholog_one2one	0.1142	0.4667	1
TEX264	Tex264	ortholog_one2one	0.086	0.4517	1
TMEM238	Tmem238	ortholog_one2one	0.0839	0.6206	1
RPL21P40					
AC246793.2					
THAP6					
FAR2	Far2	ortholog_one2one	0.0679	0.6706	1
ZNF860					
AL353658.2					
MYCBP2	Mycbp2	ortholog_one2one	0.0134	0.478	1
KCNQ2-AS1					
LIMK2	Limk2	ortholog_one2one	0.0816	0.7868	1
PRAME					
AC097534.1					
EIF5AP2					
AC092042.2					
AC105285.1					
C17orf99	6030468B19Rik	ortholog_one2one	0.3618	0.9572	0
AC021242.2					
SUMO1P4					
KCNQ2					
ZNF662					
AC139491.3					
LINC00996					
AC022784.4					
AC022784.6					
EPM2AIP1	Epm2aip1	ortholog_one2one	0.054	0.4577	1
AC129926.1					
CAPNS1	Capns1	ortholog_one2one	0.0247	0.5361	1
CFH					
AC012020.1					
RPL34P31					
PPEF1-AS1					
AC018946.1					
GALNT7	Galnt7	ortholog_one2one	0.0227	0.3401	1
PPEF1	Ppef1	ortholog_one2one	0.2022	0.4244	1
IQGAP1	Iqgap1	ortholog_one2one	0.0213	0.5419	1
PWWP2B	Pwwp2b	ortholog_one2one	0.1274	0.9886	1
GCG	Gcg	ortholog_one2one	0.0532	0.4219	1
HHATL	Hhatl	ortholog_one2one	0.0461	0.5458	1
CD47	Cd47	ortholog_one2one	0.2203	0.6148	1
TSPYL4	Tspyl4	ortholog_one2one	0.1282	0.6475	1
AC087749.1					
AC087749.2					
MRPS21	Mrps21	ortholog_one2one	0.0513	0.9466	1
AC009971.1					
RPL7P13					
AC104078.1					
OR2B11	Olfr222	ortholog_one2one			1
AC098827.1					
AL035555.2					
AC009518.2					
AL034345.1					
RAD54L2	Rad54l2	ortholog_one2one	0.0211	0.3118	1
RCHY1	Rchy1	ortholog_one2one	0.0487	0.4717	1
AC009518.3					
AC131649.1					
AC009518.1					
AC131649.2					
OR2W5					
SIGLEC29P					
CLDN2	Cldn2	ortholog_one2one	0.0435	0.5309	1
RPS16P8					
AC012150.1					
DNAH8	Dnah8	ortholog_one2one	0.0443	0.9196	1
AC079834.1					
GEMIN5	Gemin5	ortholog_one2one	0.1014	0.6068	1
AL451069.2					
AC009318.1					
AC026254.1					
AL451069.3					
AC012493.1					
EEF1GP3					
RIPPLY1	Ripply1	ortholog_one2one	0.3389	1.1845	0
C10orf91					
ERGIC2	Ergic2	ortholog_one2one	0.0214	0.3822	1
AC122683.1					
OSER1	Oser1	ortholog_one2one	0.0808	0.3296	1
MUC20					
HMGN2P24					
AC025165.6	Arhgef25	ortholog_one2many	0.0633	0.4929	0
AC099560.2					
AL121769.1					
AC099560.1					
FAM153B					
NMS	Nms	ortholog_one2one	0.2156	0.5143	1
ARHGEF25	Arhgef25	ortholog_one2many	0.071	0.4527	1
AC022325.1					
DYNLL1P2					
OSER1-DT					
STON2	Ston2	ortholog_one2one	0.0643	0.5891	1
SYNGR2	Syngr2	ortholog_one2one	0.2092	0.9579	1
AC092070.1					
ZNF665	Zfp160	ortholog_one2many			0
AL451069.1					
ARHGEF7	Arhgef7	ortholog_one2one	0.0354	0.6743	1
AC068538.1					
AC007750.1					
GU182338.1					
AC099541.2					
FAP	Fap	ortholog_one2one	0.0529	0.3714	1
TBC1D8B	Tbc1d8b	ortholog_one2one	0.0486	0.3988	1
MUC20-OT1					
RPS29P28					
AC018659.8					
BRDTP1					
ADAM32	Adam32	ortholog_one2one	0.3101	0.8548	1
AL022151.1					
RMST					
CES5A					
GCH1	Gch1	ortholog_one2one	0.0513	0.4658	1
HMGB2P1					
AL606530.1					
CBARP	Cbarp	ortholog_one2one	0.1644	1.2603	0
AC098476.1					
ADH1C	Adh1	ortholog_one2many	0.0904	0.7047	1
HMGN1	Hmgn1	ortholog_one2one			1
BX255925.3	Ndor1	ortholog_one2one			1
NDOR1	Ndor1	ortholog_one2many	0.2001	1.1019	1
NDOR1	Ndor1	ortholog_one2many	0.1101	0.8223	1
GDI1	Gdi1	ortholog_one2one	0.0092	0.5061	1
INPP5K	Inpp5k	ortholog_one2one	0.1478	0.7082	1
UTP25	Utp25	ortholog_one2one	0.0682	0.6412	1
RHEBP2					
DHFRP2					
AC006059.2	Ccdc13	ortholog_one2many	0.1378	0.8169	1
SHLD2P3					
ADH1B	Adh1	ortholog_one2many	0.1024	0.6669	1
AL671883.3					
FGFR3P1					
AL512353.1					
AC009318.4					
AC006059.3					
ZDHHC20P2					
AC009318.2					
AC009318.3					
COL14A1	Col14a1	ortholog_one2one	0.0544	0.5164	1
HLA-S					
AC012150.2					
HIGD1A	Higd1a	ortholog_one2one	0.0705	0.7946	1
AL645933.3					
STK11	Stk11	ortholog_one2one	0.0409	1.5358	1
ZNF355P					
AC098484.1					
ERMAP	Ermap	ortholog_one2one	0.1612	0.5693	1
AJ239321.1					
YTHDC2	Ythdc2	ortholog_one2one	0.0145	0.4022	1
TIMM22	Timm22	ortholog_one2one	0.0229	0.4883	1
AC139491.5					
MORC4	Morc4	ortholog_one2one	0.0995	0.3457	1
PRSS22	Prss22	ortholog_one2one	0.1451	0.7972	1
AC022325.2					
AC016292.1					
AC095050.2					
PTK2B	Ptk2b	ortholog_one2one	0.0221	0.6142	1
AC016292.2					
AC068489.1					
AD001527.1					
CCDC13-AS1					
AC139491.4					
AC009302.1					
ABR	Abr	ortholog_one2one	0.0132	0.6033	1
AC139491.6					
ITGA2B	Itga2b	ortholog_one2one	0.1151	0.6083	1
AC099329.1					
AL031283.2					
FDPSP3					
GASK1A	Gask1a	ortholog_one2one	0.2047	0.5684	1
DSPP	Dspp	ortholog_one2one	0.3064	0.9868	0
AL022237.1					
FHAD1	Fhad1	ortholog_one2one	0.2066	1.2822	1
AC139491.7					
TAGLN2P1					
IGLV2-34					
IGLV2-33					
IGLV3-32					
OXR1	Oxr1	ortholog_one2one	0.0935	0.5531	1
AC139491.8					
DMP1	Dmp1	ortholog_one2one	0.2216	1.1839	1
IGLV3-31					
AC010680.5					
GABRE	Gabre	ortholog_one2one	0.1755	0.6494	0
IGLV3-30					
AL049748.2					
AC139491.1					
MRPS16P3					
AC003965.2					
LINC01165					
AC139493.2					
BIK	Bik	ortholog_one2one	0.4243	1.7181	0
FRG2HP					
FAM186B	Fam186b	ortholog_one2one	0.2923	0.8153	1
AL356859.1					
SVBP	Svbp	ortholog_one2one	0.0324	0.5848	1
RARRES2P9					
PDCL3	Pdcl3	ortholog_one2one	0.0536	0.7688	1
AJ239318.1					
BCLAF3	Bclaf3	ortholog_one2one	0.2278	0.514	1
AGGF1P9					
C2orf69P4					
AC139491.2					
KRBOX1	Zfp65	ortholog_many2many	0.9688	1.7784	0
LINC01566					
AC093895.2					
LINC01215					
MYCBP2-AS1					
C1orf50	AU022252	ortholog_one2one	0.0926	0.4463	1
FRG2GP					
APOL5					
AGGF1P4					
LYPD6	Lypd6	ortholog_one2one	0.0254	0.4257	1
FRG2IP					
GIMAP8	Gimap8	ortholog_one2one	0.3844	0.7813	1
HMGN2P22					
RARRES2P7					
LINC01849					
AGGF1P5					
TMEM269	Tmem269	ortholog_one2one	0.1879	0.5449	1
MYCBP2-AS2					
RPS5P3					
C2orf69P3					
AP000302.1					
AC073111.2					
POLR2KP1					
AC018558.4					
RAB22A	Rab22a	ortholog_one2one	0.0123	0.4675	1
AC092845.1					
STRADBP1					
ZNF971P					
CLN5	Cln5	ortholog_one2many	0.1449	0.6359	1
NANOGNBP1					
ARF5	Arf5	ortholog_one2one	0	0	1
AC098484.3					
LINC01868					
AC018558.6					
GIMAP7	Gimap7	ortholog_one2one	0.2896	1.036	1
PRPF40B	Prpf40b	ortholog_one2one	0.0186	0.336	1
AC092168.1					
FRG2DP					
AC092168.3					
KIAA1549L	D430041D05Rik	ortholog_one2one	0.1172	0.6708	1
CYP8B1	Cyp8b1	ortholog_one2one	0.1507	0.8565	1
AC095050.1					
RPL7P3					
AC131094.1					
RARRES2P10					
AGGF1P6					
TSEN2P1					
TTN	Ttn	ortholog_one2one	0.0353	0.5222	1
AC092042.3	Zfp65	ortholog_many2many	0.7612	2.4165	0
ADAM20P2					
C2orf69P2					
AC018558.2					
MS4A5	Ms4a5	ortholog_one2one	0.2322	0.5227	1
AC018558.3					
TARM1	Tarm1	ortholog_one2one	0.3911	0.9542	0
HSPA9P1					
TPM1-AS					
AL451062.1					
TP53TG3HP					
AL451062.2					
AC018558.7					
AC079328.2					
SHMT1P1					
LINC02158					
AC073465.1					
AC018558.1					
RPL23AP28					
KRBOX1-AS1					
AC073465.2					
AC018659.2					
PPIAP66					
HHATL-AS1					
KDM4A	Kdm4a	ortholog_one2many	0.0318	0.609	1
AC013410.1					
AC007394.1					
AC013410.2					
PLEKHB1	Plekhb1	ortholog_one2one	0.0348	0.593	1
FGFR1OP	Fgfr1op	ortholog_one2one	0.0841	0.4129	1
AL138899.3					
AC106900.1					
AC105219.7					
TPM1	Tpm1	ortholog_one2one	0.0383	0.3326	1
RPL5P7					
AC018558.5					
FGF7P2					
CTCF	Ctcf	ortholog_one2one	0.0038	0.3513	1
AC105219.5					
RARRES2P8					
RNF208	Rnf208	ortholog_one2one	0.0254	0.5684	1
AL137161.1					
EEF1A1P40					
LINC01704					
AL133399.1					
CYSRT1	Cysrt1	ortholog_one2one	0.1488	1.1396	1
AL049629.1					
BX640514.1					
AGGF1P7					
NOL8	Nol8	ortholog_one2one	0.2287	0.5614	1
BX640514.2					
SLC38A7	Slc38a7	ortholog_one2one	0.0246	0.601	1
RNF224	Rnf224	ortholog_one2one	0.2062	1.1335	1
AC026477.1					
AC005020.1					
AC027329.1					
AC108114.1					
AL450469.1					
ANKRD30BP1					
SNRPCP18					
AL450469.2					
AC090164.1					
MX2					
ELL2P1					
AC090164.5					
KDM4A-AS1					
RPL3P10					
GTF2IP2					
TAP1					
AC001226.1					
VN1R8P					
FBXL3	Fbxl3	ortholog_one2one	0.0198	0.5273	1
GDAP1L1	Gdap1l1	ortholog_one2one	0.0104	0.5534	1
AC019080.1					
FHAD1-AS1					
SLC6A20	Slc6a20b	ortholog_one2many	0.07	0.7277	1
SLC6A20	Slc6a20a	ortholog_one2many	0.0389	0.7099	1
FSCN3	Fscn3	ortholog_one2one	0.0817	0.6279	1
AL357033.4					
AC019080.4					
AL451062.4	Kdm4a	ortholog_one2many	0.0204	0.8458	0
SLCO4A1-AS1					
AC001226.2	Cln5	ortholog_one2many	0.2035	0.8937	0
AC019080.5					
H3P7					
AC079305.2					
DNAJC19P5					
PLA2G4C	Pla2g4c	ortholog_one2one			1
AL357033.1					
AC019080.3					
AL357033.3					
AC011290.1					
NFE2L2	Nfe2l2	ortholog_one2one	0.1025	0.5492	1
SLCO4A1	Slco4a1	ortholog_one2one	0.1418	0.8495	1
GCC1	Gcc1	ortholog_one2one	0.0308	0.5891	1
Z84488.1					
AC004837.1					
YAE1	Yae1d1	ortholog_one2one	0.2112	0.4639	1
HCP5					
HIGD1AP9					
DSE	Dse	ortholog_one2many	0.032	0.5502	1
HMOX2	Hmox2	ortholog_one2one	0.0548	0.6257	1
AC020612.3					
FMNL3	Fmnl3	ortholog_one2one	0.0226	0.4925	1
PSMB8					
CDKL4	Cdkl4	ortholog_one2one			1
COL2A1	Col2a1	ortholog_one2one	0.0287	0.3524	1
CCR6	Ccr6	ortholog_one2one			1
MICA	Mill1	ortholog_many2many	0.6626	1.0843	0
MICA	Mill2	ortholog_many2many	0.679	1.2065	0
AC011290.2					
AC004837.3					
AC004837.4					
SDHAP2					
ST3GAL3	St3gal3	ortholog_one2one	0.0631	0.4443	1
HNRNPH1P3					
MPO	Mpo	ortholog_one2one	0.0777	0.716	1
AC007663.1					
AC097537.1					
AL121935.1					
Z94721.1					
AC138749.2					
Z94721.3					
RALA	Rala	ortholog_one2one	0.0022	0.3853	1
Z94721.2					
GPM6A	Gpm6a	ortholog_one2one	0.0052	0.3507	1
AC099541.1					
AC020898.1					
JMY	Jmy	ortholog_one2one	0.0619	0.4681	1
LINC02308					
AL121935.2					
DNAH8-AS1					
NUP35P2					
ITPA	Itpa	ortholog_one2one	0.0575	0.797	1
AC073048.1					
SWI5	Swi5	ortholog_one2one	0.3311	0.8517	0
ZNF440	Zfp78	ortholog_many2many	0.6033	2.2182	0
Z84488.2	Dse	ortholog_one2many	0.0599	0.6846	0
AC004837.2					
BX927138.1					
AL645933.2					
LINC01149					
CALHM6	Calhm6	ortholog_one2one	0.1946	0.6642	1
NCOA5	Ncoa5	ortholog_one2one	0.0352	0.373	1
C9orf16	1110008P14Rik	ortholog_one2one	0.0314	0.6145	1
AL645933.5					
MS4A1	Ms4a1	ortholog_one2one	0.1484	0.3877	1
MCAT	Mcat	ortholog_one2one	0.1513	0.8628	1
AL050331.1					
PSMB9					
KRT18P22					
CBX3P9					
TSPYL1	Tspyl1	ortholog_one2one	0.2185	0.5927	1
FAR1	Far1	ortholog_one2one	0.009	0.3236	1
FITM2	Fitm2	ortholog_one2one	0.0596	0.473	1
AC027682.4					
AC027682.7					
PLA2G4C-AS1					
AC009095.1					
AC027682.1					
AC007362.1					
AL133343.2					
COX14	Cox14	ortholog_one2one	0.097	0.4447	1
IRF9	Irf9	ortholog_one2one	0.1782	0.6335	1
NOL4L	Nol4l	ortholog_one2one	0.0164	0.5566	1
MS4A12	Ms4a12	ortholog_one2one	0.422	0.5955	1
ATP5F1D	Atp5d	ortholog_one2one	0.0713	2.0086	1
ABHD17AP1					
OR4K11P					
PFN1P4					
LINC01674					
IFT57	Ift57	ortholog_one2one	0.046	0.5078	1
AL359091.3					
AC074032.1					
KRT128P					
NBPF11					
TRUB2	Trub2	ortholog_one2one	0.1093	0.6619	1
SNX19P1					
LINC01671					
AL390860.1					
UBE2S	Ube2s	ortholog_one2one	0.0449	0.6351	1
PPP1R2P1					
AP001626.1					
WDR91	Wdr91	ortholog_one2one	0.0388	0.5902	1
NRP2	Nrp2	ortholog_one2one	0.0258	0.5497	1
CERS5	Cers5	ortholog_one2one	0.1345	0.467	1
CD1D	Cd1d2	ortholog_one2many	0.2499	0.5811	0
CD1D	Cd1d1	ortholog_one2many	0.2429	0.5583	1
AC104581.3					
OR14L1P					
GUCY2D	Gucy2e	ortholog_one2one	0.0804	0.7939	1
GCSAML-AS1					
RPL39P26					
OR14A2	Olfr294	ortholog_one2many	0.2179	0.7053	0
OR14A2	Olfr305	ortholog_one2many	0.1923	0.7434	0
OR14A2	Olfr304	ortholog_one2many	0.1781	0.6196	0
OR14A2	Olfr298	ortholog_one2many	0.1978	0.7173	0
OR14A2	Olfr307	ortholog_one2many	0.1906	0.6657	1
FAR1-IT1					
TK1	Tk1	ortholog_one2one	0.1004	1.252	1
RPL28	Rpl28	ortholog_one2one	0.1504	1.4977	1
GOLGA2					
SEL1L	Sel1l	ortholog_one2one	0.0348	0.5094	1
DNM1	Dnm1	ortholog_one2one	0.0069	0.5908	1
HNRNPA1P2					
GCSAML					
TSBP1					
AC020612.2					
AC020612.1					
C11orf91	A930018P22Rik	ortholog_one2one	0.0782	0.642	1
AC003965.1					
ANKRD37	Ankrd37	ortholog_one2one	0.1604	0.6063	1
AL138899.2					
AL138899.1					
AL133343.1					
TMBIM6	Tmbim6	ortholog_one2one	0.0342	0.7018	1
AL049629.2	Cd59b	ortholog_many2many	0.5944	0.9798	0
AL049629.2	Cd59a	ortholog_many2many	0.6771	0.9498	0
NOL4L-DT					
OR4K12P					
CENPUP1					
AL034550.3					
AL034550.2					
AC013828.2					
AL034550.1					
FLYWCH2	Flywch2	ortholog_one2one	0.1648	0.6774	1
AL161740.1					
LINC02545					
CD59	Cd59b	ortholog_many2many	0.5944	0.9798	0
CD59	Cd59a	ortholog_many2many	0.6771	0.9498	0
LINC02548					
C8B	C8b	ortholog_one2one	0.1549	0.6672	1
ARHGEF7-AS1					
AC004987.4					
SORT1	Sort1	ortholog_one2one	0.0437	0.4722	1
LINC00265					
HERC2P11					
ARHGEF7-IT1					
AL136295.5	Rnf31	ortholog_one2many	0.0765	0.4157	1
AL390754.1					
AL353704.1					
UFSP2	Ufsp2	ortholog_one2one	0.0856	0.6168	1
ARHGEF7-AS2					
AC005954.1					
AC027779.1					
DGCR6L	Dgcr6	ortholog_one2many	0.0418	1.3703	1
TSBP1-AS1					
AC146944.2					
RNF31	Rnf31	ortholog_one2many	0.0765	0.4157	1
AC146944.1					
LINC02683					
RPL13P2					
TJP3	Tjp3	ortholog_one2one	0.0982	1.327	1
CICP22					
AC025423.5					
PRELID2P1					
B4GALT3	B4galt3	ortholog_one2one	0.0139	0.4455	1
AC025423.1					
H1-0	H1f0	ortholog_one2one	0.0254	0.5197	1
CD1A					
BTNL2					
AC007663.4					
AC004987.2					
AC139272.1					
AC004987.1					
GUSBP16					
AC007663.3					
AC004987.3					
RWDD4P2					
CDH12P1					
AC009542.1					
ANK3-DT					
MDM2	Mdm2	ortholog_one2one	0.0881	0.7805	1
OMA1	Oma1	ortholog_one2one	0.1943	0.701	1
AC105443.1					
AC008799.1					
AC008799.2					
HNRNPA1P17					
MS4A13	Ms4a13	ortholog_one2one	0.2923	0.7652	0
AC007731.6					
FAM230G					
TMCO4	Tmco4	ortholog_one2one	0.105	0.7402	1
LRRC37A6P					
AL731556.1					
HHLA2					
AL731556.2					
IMPDH1P5					
ARMC4P1					
MICB	Mill1	ortholog_many2many	0.6741	1.3065	0
MICB	Mill2	ortholog_many2many	0.7017	1.4104	0
USP41	Usp18	ortholog_one2many	0.2429	1.2019	1
AL160291.1					
NDUFS8	Ndufs8	ortholog_one2one	0.0578	1.2019	1
AC012676.8					
AC012676.6					
AC012676.7					
DNAJA3					
AC110794.1					
AC007731.3					
PPP1R1C	Ppp1r1c	ortholog_one2one	0.0764	0.3721	1
CD40	Cd40	ortholog_one2one	0.2621	0.9556	1
OTULINL	Otulinl	ortholog_one2one	0.0882	0.6198	1
AC009743.1					
AC090579.1					
MRPS31P1					
GPATCH8	Gpatch8	ortholog_one2one	0.0487	0.3872	1
AC118470.1					
AC092070.2					
CHST15	Chst15	ortholog_one2one	0.0392	0.7146	1
AL390774.1					
DAB1-AS1					
OR13G1	Olfr309	ortholog_one2one	0.0846	0.5874	1
AL445489.1					
CRB2	Crb2	ortholog_one2one	0.1285	0.7363	1
NDUFV2P1					
OR14K1					
OR2C3					
DMRTC1					
AC010627.1					
NMRAL1	Nmral1	ortholog_one2one	0.0919	0.7779	1
TTPA	Ttpa	ortholog_one2one	0.0591	0.4737	1
AL645933.4					
LINC00863					
OR2G2					
AC004920.1					
AL450306.1					
OR1C1					
AC009296.1					
RBM3	Rbm3	ortholog_one2one	0.0158	0.5309	1
NRM					
AL157893.1					
AL606804.1					
DLG5	Dlg5	ortholog_one2one	0.0379	0.6422	1
NUTM2A	Nutm2	ortholog_one2many	0.5973	1.0852	0
OR3D1P					
POTED					
OR6F1	Olfr308	ortholog_one2one	0.1058	0.8972	1
MIR193BHG					
RPS20P5					
HNRNPA1P6					
AC027020.2					
AL035411.3					
AIG1	Aig1	ortholog_one2one	0.055	0.5671	1
KRT18P29					
AL445193.2					
FAM236A	1700011M02Rik	ortholog_many2many	0.5089	0.3473	0
FAM236A	Gm9112	ortholog_many2many	0.5282	0.4096	0
OR2G3					
PIGFP2					
RPSAP60					
AL157893.2					
AL390774.2					
FAM236C	1700011M02Rik	ortholog_many2many	0.5365	0.365	0
FAM236C	Gm9112	ortholog_many2many	0.5557	0.4315	0
DAB1	Dab1	ortholog_one2one	0.0168	0.2497	1
AC103703.1					
NUTM2D	Nutm2	ortholog_one2many	0.6018	1.0728	0
SLC34A3	Slc34a3	ortholog_one2one	0.1264	0.9325	1
DENND1A	Dennd1a	ortholog_one2one	0.0607	0.4765	1
AC011978.1					
YTHDF3-AS1					
NUTM2A-AS1					
KIDINS220	Kidins220	ortholog_one2one	0.0297	0.6315	1
MAGEA5					
AL050303.2					
HMGN1P5					
ZNF677					
GRAMD4P1					
MAGEA10	Magea3	ortholog_one2many	0.4691	0.9164	0
MAGEA10	Magea2	ortholog_one2many	0.4692	0.8552	0
MAGEA10	Magea4	ortholog_one2many	0.4725	0.8144	0
MAGEA10	Magea5	ortholog_one2many	0.4602	0.8873	0
MAGEA10	4933402E13Rik	ortholog_one2many	0.5036	1.1628	0
MAGEA10	Magea8	ortholog_one2many	0.4743	0.9038	0
MAGEA10	1700080O16Rik	ortholog_one2many	0.4792	1.2826	0
MAGEA10	Magea6	ortholog_one2many	0.464	0.9164	0
MAGEA10	Magea10	ortholog_one2many	0.3687	0.878	0
MAGEA10	3830417A13Rik	ortholog_one2many	0.4798	0.8702	0
MAGEA10	Magea1	ortholog_one2many	0.4732	0.865	0
AC011228.1					
CXADRP1					
OSCAR	Oscar	ortholog_one2one	0.2051	0.9621	1
FAM50A	Fam50a	ortholog_one2one	0.0089	1.3835	1
AC115618.2					
RPL7L1P2					
AL050303.3					
AC115618.1					
AC090695.2					
LONRF2P5					
AC027020.1					
R3HDML	R3hdml	ortholog_one2one	0.1258	0.7503	1
MIDN	Midn	ortholog_one2one	0.0282	1.2618	1
AC115618.3					
FEM1AP1					
CAMKV	Camkv	ortholog_one2one	0.0241	0.4381	1
AL050303.1					
COBL	Cobl	ortholog_one2one	0.2183	0.6856	1
AL117382.2					
CHCHD2P7					
LINS1	Lins1	ortholog_one2one	0.2956	0.6005	1
KRT2	Krt2	ortholog_one2one	0.1428	0.7112	1
CCT6P2					
IBSP	Ibsp	ortholog_one2one	0.1986	0.8866	1
EEF1A1P13					
AC092070.3					
CFHR3					
MICALL1	Micall1	ortholog_one2one	0.1245	0.7446	1
LINC02130					
TSPO	Tspo	ortholog_one2one	0.1209	0.7895	1
C7orf26	E130309D02Rik	ortholog_one2one	0.0239	0.7673	1
MAGEA10-MAGEA5					
CDK12	Cdk12	ortholog_one2one	0.045	0.3149	1
APBA3	Apba3	ortholog_one2one	0.1447	1.4384	1
AL031687.1					
COMMD7	Commd7	ortholog_one2many	0.059	0.4001	1
AL355493.4					
AC007424.1					
ALDH7A1P3					
LACTB2	Lactb2	ortholog_one2one	0.0979	0.5052	1
PPOX	Ppox	ortholog_one2one	0.0722	0.4224	1
DNAJC28	Dnajc28	ortholog_one2one	0.1576	0.846	1
AC016152.1					
GBP1					
AC008055.1					
AL136116.2					
AC008055.2					
AL138885.2					
C20orf203					
SLC9A7P1					
AL136116.1					
AC239809.3					
ARRDC3-AS1					
LINC02453					
AL023581.1					
BAK1P1					
AL390119.2					
AC055876.2					
HERC2P9					
FO393400.1	Commd7	ortholog_one2many	0.1502	0.5913	1
AC005954.2					
AL035411.2					
LACTB2-AS1					
VN1R46P					
AC093270.2					
ARRDC3	Arrdc3	ortholog_one2one	0.0102	0.2993	1
AL445193.1					
HOMER1	Homer1	ortholog_one2one	0.0111	0.3996	1
AL357373.1					
AC022616.6					
RPS26P15					
AC072061.1					
AL390243.1					
PSME2	Psme2	ortholog_one2many	0.0293	0.3656	1
PSME2	Psme2b	ortholog_one2many	0.0293	0.3654	0
CRYZL2P-SEC16B					
FO681492.1	Syt15	ortholog_one2many	0.1214	0.6388	1
PRKXP1					
KRT1	Krt1	ortholog_one2one	0.144	0.9317	1
ASB7	Asb7	ortholog_one2one	0.003	0.4737	1
AC021242.1					
SLAMF1	Slamf1	ortholog_one2one	0.4546	0.8407	0
AC093496.1					
LINC01267					
WEE1	Wee1	ortholog_one2one	0.0491	0.4797	1
FAM166A	Fam166a	ortholog_one2one	0.1169	0.8163	1
AC055716.3					
KRT77	Krt77	ortholog_one2one	0.1486	0.8384	1
LRRC70					
AFMID	Afmid	ortholog_one2one	0.1969	0.7672	1
RAB5CP2					
TMPO	Tmpo	ortholog_one2one	0.12	0.3906	1
RPL31P35					
AL355493.1					
TUBB4B	Tubb4b	ortholog_one2one	0	0	1
AL138885.4					
AC011228.3					
EHMT2					
TERF1P1					
AC011228.2					
AC010491.1					
FAM207CP					
RPL32P23					
SP3	Sp3	ortholog_one2one	0.0129	0.1638	1
AC087612.1					
AC092813.2					
ZNF853	Zfp853	ortholog_one2one	0.1879	1.9166	1
CD1C					
AL096700.1					
AC239809.1					
AC239809.2					
IPO11	Ipo11	ortholog_one2one	0.0165	0.42	1
LINC02805					
RAB11FIP5	Rab11fip5	ortholog_one2one	0.0674	0.6826	0
AC136618.1					
LINC02673					
MIR5689HG					
EEF1B2P3					
FAM210CP					
ABCC6P1					
LINC00518					
TRIAP1P1					
