Gene,GRAVY_Score
RBM4,-0.4665
ANKRD13D,-0.4090
LCE3C,-1.0149
DYRK1A,-0.7152
MAGED4B,-0.1438
PRAMEF15,0.0098
RBM24,-0.4200
GRAMD2,-0.3536
SRA1,-0.7243
MEF2A,-0.6430
BBS12,0.2759
PPM1J,-0.0688
EDARADD,-0.9619
RP11-313P13.4,-0.0688
OR56B1,0.7821
PORCN,0.7608
RP11-429E11.3,-0.3707
RGS9BP,0.0540
CHDC2,-0.1422
C19orf68,-0.0688
KRTAP9-1,0.0544
ARHGEF11,-0.0688
TCEB3C,-0.9604
DEFB105A,0.0359
XPNPEP1,-0.2958
UBA7,-0.0688
DUSP13,-0.0536
B3GNT4,-0.0125
Z83851.3,-0.0688
WBSCR16,-0.1349
BTF3,-0.3282
IL17F,-0.0688
RPL10A,-0.0688
NDUFAF4,-0.0688
STON1-GTF2A1L,-0.0688
GPR19,-0.3220
FGF3,-0.6418
TMPRSS11B,-0.0688
LILRB5,-0.0688
ACOT9,-0.2353
YOD1,-0.2566
HORMAD2,-0.0688
TRIM41,-0.6270
LINC00521,-0.0688
SCAMP4,-0.4067
OR4K17,0.8778
EHMT1,-0.7411
PIWIL3,-0.0688
PLCB1,-0.7373
GPR35,0.5118
CLCNKA,-0.0688
TMEFF1,-0.4345
CLDN22,0.2886
ZNF720,-0.2839
MANEAL,-0.4703
MTSS1,-0.6826
KDM5D,-0.3896
FZD2,0.1412
TSSC4,-0.5780
SEPW1P,-0.0688
LPAR5,-0.0688
CCIN,-0.1180
DAZAP2P1,-0.0688
HS3ST5,-0.0688
NEU4,-0.0285
MUC1,-0.0688
OR10G4,0.7405
TPT1-AS1,-0.0688
ZNF48,-1.2434
SPEG,-0.0688
CCDC18,-0.9408
KRT76,-0.4094
CYP3A7,-0.0688
HCFC1,-0.0688
SAMD3,-0.5129
DUSP8,-0.0688
MIR7-3HG,-0.0688
RGS5,-0.4606
CELF4,-0.3429
SLC16A5,-0.0688
MCTP1,-0.4016
ANKRD30B,-0.5795
IQCF1,-0.5615
ACSS1,0.0099
NEUROG1,-0.5886
MARCO,-0.7109
SCFD1,0.0714
DHFRL1,-0.4018
DDX3Y,-1.0259
FLNC,-0.0688
ZNRF2,-2.0500
HSF5,-0.5460
PSMG4,-0.1600
PLCXD3,-0.1723
GP1BA,-0.1982
RP11-863K10.7,-0.3117
KLHL38,-0.1530
CTD-2192J16.15,-0.0688
AGAP7,-0.4612
CCDC68,-0.9455
DUOXA2,0.0959
P2RX6,-0.0688
HNRNPCP5,-0.0688
MLXIPL,-0.0688
PIP4K2A,-0.4768
CA13,-0.0688
HBS1L,-0.5845
AC018755.2,-0.0688
WTAP,-0.0688
HM13,-0.0688
AC108142.1,-0.0688
RACGAP1,-0.7775
CCDC42B,-0.5561
MYO18B,-0.7078
OR10Q1,0.7871
EFCAB13,-0.6548
TMC8,-0.7974
OR52N1,0.7316
DLG1,-0.0688
AL353997.4,-0.0688
C17orf66,-0.7629
TRBV21OR9-2,-0.4189
SPRR4,-1.4544
CYP4Z1,-0.0688
OR6B3,0.8498
CKAP5,-0.3631
SLC37A3,0.5056
PTPLA,1.3973
OR11H6,0.8391
CCKBR,0.7684
SLC22A13,-0.2722
FBXO39,-0.1917
GH2,-0.0751
GLIPR1L2,-0.4140
TMEM45A,-0.0688
STRA6,0.2261
ZCCHC8,-0.8444
TMEM259,-0.1563
BRCA1,-0.0146
ARAP1,-0.4279
CTDNEP1,0.0075
CTD-2568A17.5,-0.0688
ZNF18,-0.2667
TPMT,-0.3392
SLC29A1,-0.0688
KDM2A,-0.6010
ZNF224,-0.4952
METRNL,-0.9233
OXTR,-0.0688
SLC9A7,-0.0688
RNF220,-1.4733
GRINA,-0.4883
OR6C2,0.7965
JAG2,-0.0688
OR2D3,0.6121
SPON1,-0.6042
SPATA31A6,-0.0688
WASH4P,-0.8752
OXSR1,-0.0688
CSGALNACT1,0.5857
TAL2,-0.5889
ZNF385B,-0.0688
GPRASP2,-0.0688
RPL9P7,-0.0688
OR4N2,0.9156
NHLH2,-0.8673
UGT2B28,0.0669
SLC25A42,-0.0688
RNASEH2B,-0.0688
TRIM49B,-0.3670
ASAH2,-0.1937
LINC00313,-0.0688
GLRX5,-0.0688
TRAK2,-0.0688
TMEM11,-0.0688
KIAA0319L,-0.2346
FOLR1,-0.4175
ACTL10,-0.0392
ARHGEF2,-0.7169
CDK5R1,-0.6439
MRPL54,-0.2533
SCUBE2,-0.5901
OSBP2,-0.6026
BAK1P1,-0.0688
ZNF680,-0.0688
XXyac-YRM2039.2,-0.0688
WFDC9,0.0618
AC011737.2,-0.0688
NR2E3,-0.0688
NLRP3,-0.0688
C1orf61,-0.0688
RP11-344H11.4,-0.0688
ZSCAN30,-0.7392
ANAPC2,-0.0688
ENDOV,0.0361
GPHB5,-0.0688
STAB1,0.0494
RIN1,-0.1500
TEAD2,-0.4219
EEF1G,-0.0688
OR52I2,0.8006
FAM174A,-0.0688
SPTY2D1,-0.0688
C4orf17,-0.5929
FOXJ1,-0.4394
RP11-998D10.4,-0.0688
C4orf26,-0.0688
TPRXL,-0.4412
GLIS1,-0.4805
CTAGE9,-0.8018
TTC29,-0.6355
NHP2P1,-0.0688
HIST1H2BPS1,-0.0688
ATG13,-0.5148
PAWR,-0.7344
HHATL,-0.0688
ALAS2,-0.4860
PPP1R14B,-0.5986
OR5AK3P,-0.0688
RPS17,-0.2257
ZADH2,0.1792
EPHA3,-0.2987
RAG2,-0.3380
CTAG1A,-0.3423
PMS2P10,-0.0688
COA5,-0.0688
CA8,-0.0688
ZNF26,-0.3366
FAM20C,-0.0688
KDSR,-0.1074
C14orf119,-0.3650
INPP1,-0.3720
DNAJC14,-1.0974
NECAP2,-0.7032
MDH2,0.2750
TMEM78,0.3772
LRRN1,-0.0688
MAP2K3,-0.8089
MACC1,-0.0688
PRKD1,-0.0239
RP11-627G1.1,-0.0688
PRSS1,-0.1430
MBIP,-0.8311
FAM83F,-0.0688
RPTN,-1.9026
MOS,-0.0939
PTPN20CP,-0.0688
MBOAT4,0.3710
CYP2F1,-0.2733
VCPIP1,-0.4670
SPESP1,-0.0688
AC012487.2,-0.0688
PTGDR2,0.3906
LCE1A,-0.7264
LINC00471,-0.0688
AC004840.9,-0.0688
KRTAP19-4,-0.2298
B3GNTL1,-0.3756
GALNT16,-0.0688
TRIM64B,-0.3724
AC009365.3,-0.0688
OR8B8,0.8765
ARHGAP19-SLIT1,-0.0688
TRIM72,-0.2197
MPP7,-0.5390
ALAS1,-0.1347
FIBIN,-0.5962
CSRNP3,-0.0688
ALOX12B,-0.0688
C6orf1,-0.0688
LGMN,-0.3989
CCDC114,-0.0688
PPP1R3B,-0.4575
SSSCA1,-0.7037
SPSB4,0.2506
TAS2R60,0.6575
AC079741.2,-0.0688
U66059.29,-0.0688
MED19,-0.0688
INSL3,-0.1357
VSTM2B,-0.2737
MBLAC2,-0.4161
IQCB1,0.2012
GYPA,-0.3944
SAMD4B,-0.4579
RIMBP3C,-0.6413
CYC1,-0.0688
AQP7P4,-0.0688
MC5R,0.6803
OR5AK2,0.6945
CKS2,-1.0190
BPNT1,-0.0802
NUDT4P1,-0.0688
RPS2P28,-0.0688
ZCWPW1,-0.0688
PUS1,-0.5967
CHD3,-0.8000
INTS6,-0.2192
MUC2,-0.3584
BBX,-0.0688
ERGIC1,-0.0181
SLC16A6,0.6388
AMER1,-0.9295
RAB12,-0.0688
OR56A3,0.7343
MRGPRD,0.4654
EIF3M,-0.1309
DMXL1,-0.2839
TRAF7,-0.9241
PRPF18,-0.9237
DDI2,-0.7069
AURKAIP1,-0.0688
C5orf30,-0.7442
TCTEX1D2,-0.0688
DACT1,-0.0688
YIPF7,-1.1667
FAM47B,-0.8781
MAGED1,-0.0688
FAM9C,-0.2867
MAGOHB,-0.9256
CDRT4,-1.1174
TNFAIP2,-0.2831
PLD6,-0.1940
IGSF8,-0.0688
FADS6,0.1539
RBM43,-0.4118
BPY2,-0.2636
PRR7,-0.5174
NUCB2,-0.9527
RP5-1051J4.6,-0.0688
TNFAIP8L3,-0.3955
C12orf44,-0.4084
LENG9,-0.2477
ZNF438,-0.5147
OR56B4,0.8066
RPL7P26,-0.0688
CDKN1C,-0.0688
CCR8,0.4562
SLC25A26,0.2132
SH3RF3,-0.6055
GOLGA8Q,-1.0215
CAMSAP1,-0.0688
ZNRF3-AS1,-0.0688
NOC2L,-0.0688
COPG1,-0.4253
TRIM16,-0.4564
C1QL4,-0.2672
LYPD4,0.1948
RHOT2,-0.0396
EP400NL,-0.5032
OR10K2,0.9619
TRIM59,-0.5322
C12orf76,0.6569
MMP1,-0.5725
MZT2A,-0.4633
SLC35E3,0.4488
FJX1,-0.0688
ZNF112,-0.8669
DEFB106B,0.1200
C9orf85,-1.3362
SHMT1,-0.3964
TNFAIP8L1,-0.0688
NAPG,-0.2318
OR2AE1,0.6554
YARS2,-0.2062
MAGEA2B,-0.0688
ADRA2C,0.2332
MTA1,-0.9109
TEAD1,-0.4660
SLC22A24,0.3962
RP11-561N12.2,-0.0688
ODF4,-0.1599
KCNG2,-0.0688
RPL35A,-0.6862
PURA,-0.0688
SCNN1D,-0.1806
ZNF704,-0.7561
FAM101A,-0.0688
OR5D14,0.8083
MAP3K19,-0.0688
RALGPS2,-0.0688
TNK1,-1.4214
CYP7B1,-0.0688
OR4F21,0.7551
HNRNPA1,-0.8283
ETS1,-0.6652
AC100791.1,-0.0688
TMEM217,0.2322
NUP98,-0.3030
NOP2,-1.3283
ENTPD5,-0.0673
PNMAL1,-0.2548
UBALD2,-0.3031
PDS5B,-0.0688
EHD3,-0.3057
ENTPD2,-0.0688
TBX5,-0.0688
TBC1D16,-0.7811
PAAF1,-0.0538
RFX7,-0.5711
RPL38,-0.8627
ZKSCAN2,-0.6871
TOP1MT,-0.8127
DTD2,0.1618
KRT26,-0.5500
NIPA2,-0.0688
PALM2,-0.9552
TAC1,-0.0688
MKRN3,-0.5464
LILRB2,-0.2224
RANBP10,-0.6118
PDE1C,-0.0688
C14orf28,-0.2829
PTRH1,-0.0912
FOSL1,0.2385
GPATCH4,-0.6979
ARHGEF18,-0.5276
HSP90AA6P,-0.0688
FBXL16,0.2472
MYADML,-0.0688
ANAPC4,0.2590
IL12RB1,-0.0688
ZNF285,-1.5641
RP11-209A2.1,-0.0688
HDLBP,-0.3919
NADSYN1,-0.1493
ASB2,-0.5213
TMEM54,-0.0688
HEG1,-0.3400
FAM131A,-0.0688
RELL1,-0.3664
AGTRAP,0.0884
SLC35C1,0.8782
CDCA4,-0.3100
C10orf129,-0.0022
OR5P3,0.8010
TTTY8,-0.0688
OR2V2,0.7219
RNF168,-0.5069
AMZ1,-0.0688
LINC01123,-0.0688
TMEM209,-0.3915
CASP2,-0.0688
SEPT1,-0.5239
COMMD1,-0.4403
USP36,-0.7075
NEFH,-1.2476
PDP2,-0.4781
FAM187B,-0.2453
EPB41L2,-0.8384
CPT1B,-0.0688
PGAM1,-0.0688
ANKRD37,-0.2461
SPHK1,0.1038
CYP4F12,-0.0171
SFXN1,-0.1305
PITPNA,-0.6938
WDR86,-0.4271
WRAP53,-0.4924
DBI,-0.9635
SH3PXD2A,-0.8371
PPP2R2B,-0.6091
HOXD1,-0.2567
FLII,0.1255
RP11-69E11.4,-0.0688
RP11-12A20.7,-0.0688
HP1BP3,-0.0688
TRPM7,-0.2589
NPLOC4,-0.2528
IKZF1,-0.0688
OR2T35,0.6740
RGS7,-0.8473
MRPL52,0.0722
CRIP1,-0.8667
TMEM186,-0.0688
PPP2R4,-0.5681
RASA3,-0.6803
IL1F10,-0.0688
RAI2,-0.2756
GPR171,-0.0611
CDC42EP4,-0.5658
AC007967.3,-0.0688
C12orf56,-0.3049
C14orf180,-0.4394
RUFY1,-0.5793
ZNF318,-0.0688
TANGO2,-0.3427
SKP1,0.1195
RPL21P28,-0.0688
TMEM52,-0.0688
AL355390.1,-0.2444
HAX1,-0.9801
FBXO46,-0.5451
GALNT14,0.2043
CHST2,-0.1698
ABCD2,-0.1003
OR13D3P,-0.0688
ZNF555,-0.6712
ANO1,-0.2438
GTF2I,-0.3515
PMCH,-0.4800
RP3-341D10.1,-0.0688
OR1J2,0.7275
CNGA2,-0.2601
AQP7P1,-0.0688
KRTAP19-6,-0.4776
AL132868.1,-0.0688
AL445665.1,-0.0533
GGT7,-0.0688
ZNF285B,-0.0688
RNF10,-1.1410
TPM3P7,-0.0688
CLPTM1,-0.5919
SLX4IP,-0.0636
PRELID2,-0.2201
CYP2R1,-0.3112
GLUD2,-0.2919
SLC9A9,-0.0688
CFD,-0.1181
C1orf186,-0.1976
RP11-573D15.8,-0.0688
RBM3,-0.0688
C20orf24,-0.0688
PTBP1,-0.0476
UBE2L3,-0.8730
INSIG1,0.4361
COL27A1,-0.6450
CENPL,-0.0688
TNC,-0.4211
NAT6,0.7333
NSD1,-0.5327
MIA3,-0.0688
IGBP1,-0.8664
TRERF1,-0.7319
LRRC15,0.0206
NDUFV3,-0.0688
TOR3A,-0.4134
ZNF136,-0.0688
MEF2D,-0.0688
ATP7A,0.0605
ELOVL2,0.1703
GAD1,-0.2572
RPS2,0.2250
HNRNPCP2,-0.0688
ACER2,0.3821
TRIM24,-0.0688
MDGA2,-0.2909
SYNGR4,0.4911
ADARB1,-0.0688
TRPM3,-0.3690
UPK3BL,0.0354
CC2D2B,-0.1467
CAP1,-0.0688
CEP250,-0.0688
ZDHHC16,-0.0688
WASF4P,-0.0688
IFI6,0.4985
STAU2,-0.7876
DNAJB12,-0.0688
ZNF606,-0.0328
TDRD9,-0.1684
TTN,-0.4677
IL27,-0.5875
ALDH5A1,-0.0293
MAP3K4,-0.1706
SOX18,-0.5888
EXT2,-0.0688
CATSPER4,0.1531
NECAP1,-0.0688
NADK,0.0919
LDLRAD2,-0.0688
LRRC20,0.0314
SLC44A1,-0.0688
MAP1LC3C,-0.3408
GS1-410F4.5,-0.0688
EFHC2,-0.5417
RP11-170L3.7,-0.0688
ATXN3,-0.7784
PUS7L,-0.5699
SMAD9,-0.0688
RHOG,-0.2131
C17orf99,0.0752
KRTAP4-5,0.2000
OTX2,-0.5523
GRK6,-0.5066
IAH1,0.1468
ABCA9,-0.1944
RPL7,-0.0688
DZIP1,-0.0688
PIK3R4,0.0248
MTERF,-0.3129
TAF1A,-0.4778
RNASE9,-0.4614
GPR160,0.2303
FAM163B,-0.2030
SLC28A2,-0.0688
ADRB3,-0.0688
ARFGAP1,-0.8225
SRPX,-0.1777
PTPRD,-0.3978
BSPH1,-0.3455
SYNRG,-0.4831
ATL1,-0.5830
OR2S2,0.7339
C2orf66,-0.4692
ZNF589,-0.0688
C15orf48,-0.0688
STYX,-0.0688
RAC1,-0.0688
RP11-1396O13.14,-0.0688
TRIM14,-0.2798
CHIA,-0.3122
PID1,-0.6488
CLUL1,-0.3303
VWA1,0.0994
TBC1D20,-0.0688
PPTC7,-0.0688
SLPI,-0.3053
AP000356.1,-0.0688
TNFRSF25,-0.1459
STAU1,-0.6372
C15orf61,0.2917
C15orf43,0.0375
IDS,-0.3699
CPM,0.1528
OCA2,-0.4459
RGS6,-0.5523
PBX3,-0.4244
FAM115A,0.4180
NKX2-3,-0.5214
ANAPC11,0.1477
MBTPS1,2.4875
ASTL,-0.0688
GJA4,0.0976
UBE2J2,-0.5033
PIGR,-0.0688
ETV7,-0.7679
C3orf62,-0.0688
NBPF10,-0.9505
RNF6,-0.0688
ABHD12,-0.0222
RBAK,-0.0688
RAP2C,-0.0688
OR6C75,0.7984
MORN2,-0.4353
SERPINA1,-0.0801
P4HTM,-0.5801
AC005154.6,-0.0688
MLTK,-0.0688
TMEM110,-1.0846
DICER1,-0.5360
FAM227A,-0.8153
PPEF1,-0.4597
HSPB9,-0.4742
ABCG1,-0.0688
LHX6,-0.6784
MYLK,-0.5954
MYO5A,-0.9152
C1orf228,-0.2073
GDE1,0.4398
OR7H2P,-0.0688
OR5B17,0.7471
SFTPB,-0.2352
HSP90AB1,-0.6785
ARHGAP19,-0.1679
JPH1,-1.3329
GPR64,-0.0688
FCER2,-0.0688
C2CD4A,-0.4520
PDE10A,-0.1947
SLC25A53,-0.0688
ING4,0.1714
ZNF43,-1.2528
KDM5C,-0.0688
PSMD12,-0.2947
HNRNPK,-0.5677
TMEM220,0.4094
PEX14,-0.7383
ZNF253,-0.0688
KIF18B,-0.0688
ZNF69,-1.0435
NPM1P14,-0.0688
CXXC11,0.2055
PIK3AP1,-0.0688
FYB,-1.0955
WDR31,-0.2546
TMEM189-UBE2V1,-0.1251
MCOLN3,-0.3667
NAALADL1,-0.1286
YTHDC1,-1.5007
SNRNP48,-0.0688
CEP350,-0.3439
TNFSF13,-0.1447
HHIPL2,-0.0688
DRD2,0.0509
VPS13B,-0.1091
VHLL,-0.2554
SYDE1,-0.1221
B3GNT6,-0.1990
ZNF512,-0.7540
AK2,0.0167
C1orf43,-0.0688
ZBTB8OS,-0.4732
BLM,-0.8305
QPCT,-0.1724
PRAMEF3,0.0015
SNX16,-0.7425
SOWAHC,-0.6242
OR2AG2,0.7392
PLD1,-0.0688
SCXA,-0.9030
PRKRIP1,-0.0688
C6orf132,-0.6710
CBFA2T2,-0.6388
KIR2DL4,-0.2976
KRCC1,-1.4444
ATP10A,-0.3254
CRYBA4,-0.0688
RXRA,-0.3644
SLC20A2,0.6362
CCDC41,-1.2255
SMOC2,-0.0688
ZBTB20,-2.0211
MED22,-0.7237
MYL1,-0.0688
VAV3,-0.5355
PNCK,-0.0688
ANKRD55,-0.2584
XIRP1,-0.7854
AC018892.9,-0.0688
ZNF44,-0.3013
TOR1A,-0.0688
GPR179,-0.0688
RTN3,-0.4529
MAP2K4,-0.5989
ZNF683,-0.3092
SIGLEC10,-0.3986
DFFB,-0.0688
TMEM201,-0.0688
ZNF326,-1.0035
LAMTOR4,-0.0688
CACNA1E,-0.0688
RAB37,-0.1296
CLK3,0.4842
GFPT1,-0.0688
NACA,-0.7325
BRE,-0.4705
AL592183.1,-0.5896
CASKIN1,-0.0688
C12orf29,-0.4980
TRIM29,-0.8760
TCL1B,-0.0688
ENY2,-0.3960
IL17A,-0.4090
CALM1,-0.9554
RPL28,-0.5994
DNER,-0.0688
GJB4,0.0436
MAGEH1,-0.7315
GFI1B,-0.8004
PITPNM1,-0.5201
MESP2,-0.4192
ZNF254,-0.2642
CLEC18B,-0.0688
MKLN1,-0.0688
AC073325.2,-0.0688
HTT,-0.2441
F7,-0.1801
GLB1L2,-0.1570
TMEM91,-0.7389
HIST1H2BK,-0.7175
RP11-427H3.3,-0.0688
POU1F1,-0.2385
NUDT14,-0.5333
FIBP,-0.1074
AC008132.1,-1.1858
ZNF736,-0.0688
NELFCD,-0.1608
WDR91,-0.0688
UPF3A,-0.0688
PRR5-ARHGAP8,-0.2821
ZNF833P,-0.0688
SLC43A3,0.4570
NTN4,-0.4374
SKOR1,-0.5716
RIBC2,-1.2525
CXorf67,-0.7199
OR2T6,0.6607
MS4A1,-1.4143
AC090286.4,-0.0688
FAM86MP,-0.0688
PRMT7,-0.7986
CRCP,-0.0688
MYLIP,-0.1497
DAAM1,-0.4719
ZNF772,-0.4500
AKNAD1,-0.9523
TBC1D3H,-0.0688
OTOG,-0.0688
WARS,-0.0127
CTSB,-0.2017
SYNCRIP,-0.5097
C7orf76,-0.5391
CXorf40B,-0.0688
SPOP,-0.4406
HLA-DQA1,-0.1233
CACNA2D1,-0.0611
FXYD1,-0.0688
FDPS,-0.0688
ERC1,-1.2546
TM7SF3,0.3293
BECN1P1,-0.0688
TBC1D3P4,-0.0688
FRMD6,-0.7144
LEPREL4,-0.5486
TBC1D7,-1.2150
POMT1,0.0043
TMEM116,0.4018
OR5K4,0.6424
PLGLB1,-0.0688
SEPN1,-0.0688
VN1R2,-0.0688
MIR494,-0.0688
SPPL3,0.8268
SBK2,-0.1899
RNF14,-0.6942
RPSAP58,-0.0630
TAF1C,-0.4298
CRISP2,-0.4617
CNTN6,-0.2742
SEMA6C,-0.0688
DNAJA4,-0.9396
PSEN2,-0.2238
ABCC11,-0.4906
FOXO4,-0.0688
THYN1,-0.0688
HKDC1,-0.0688
BCL11B,-0.7030
SNRNP35,-0.0688
SERINC1,0.4863
JAK1,-0.0688
POP5,-0.0688
COPS7B,-0.0688
ZBP1,-0.7403
PXDNL,-0.3256
ELP2,0.3526
OR5H2,0.6952
TMEM203,1.0294
POC5,-0.4371
IFITM10,-0.0688
GYG2,-0.2707
PC,-0.0688
ZDHHC14,-0.1254
APOBEC3H,-0.0688
RP11-451K18.7,-0.0688
LCN10,-0.1972
SLC16A12,-0.6040
ZNF791,-1.3687
TEX264,-0.0688
OR14I1,0.8058
CLCN1,-0.0688
UBE2A,-0.0688
DDX4,-1.3925
CISH,-0.0688
C4orf40,-0.0688
HDGF,-0.0688
DROSHA,-1.8456
DCAF5,-0.2848
RBPJ,-0.9584
SLC6A20,-0.0688
ZNF536,-0.5074
SUSD4,-0.1500
COL18A1,-0.0688
HEPACAM2,-0.0688
VWC2,-0.5262
ALKBH2,-0.6176
SPG20,-0.0688
BPGM,-0.4731
TTC3,-0.5276
AGK,-0.0516
RAPGEF5,-0.0688
SPOCK3,-0.8512
ANXA6,-0.4093
MIER1,-0.0688
NFE2L1,-0.0687
FSCB,-0.6379
CIR1,-0.0688
ZNF493,-0.1747
C9orf9,-0.6072
YWHAZ,-0.6404
DUSP19,-0.0688
COPS8,-0.0688
ZDHHC1,-0.2311
RNH1,0.1686
ACVR2B,-0.0688
GLTPD1,-0.2424
RP11-166B2.1,-0.7850
SEPT7,-0.5139
PTCHD4,0.1269
BTBD8,-0.2707
RET,0.0199
COA4,-1.1563
OR52B6,0.8899
RNU1-75P,-0.0688
LRRIQ4,-0.2755
MKKS,-0.1651
CSN2,-0.0942
HABP2,-0.6418
CCDC25,-0.3430
HIST1H2BE,-0.7381
CASP7,-0.0688
OR6N2,0.7729
B3GALTL,-0.0688
PALM3,-0.6347
SIGLEC6,-0.0688
PARD3,-0.9076
ELAVL1,-0.6602
INPP5A,-0.0688
FAIM,-0.3867
NKAPL,-1.5194
MUC5AC,-0.0551
PLN,0.8346
OCLN,-0.1192
CCL4L2,-0.0688
LINC00910,-0.0688
NAPEPLD,-0.6039
MBNL2,-0.3647
HOXA1,-0.8263
SLC35F6,-0.0688
ZNF252P,-0.0688
FLNA,-0.0688
AIDA,-0.5099
KIF16B,-1.3632
LRBA,-0.2018
UGT1A10,0.0571
FCF1,-0.0688
SMIM15,-0.3392
TEAD3,-0.3644
ATG5,-0.0688
FAM69C,-0.3992
HILS1,-0.0688
RDX,-1.1499
EML5,-0.0222
TMPPE,0.1430
TRPC6,-0.2361
SEPT6,-0.0688
FAM166A,-0.6668
PPM1G,-0.0688
C2orf88,-0.0688
SVIP,-0.0688
MST4,-0.5257
TRAF3IP2,-0.2627
TAP1,-0.0688
NUDT2,-0.2973
SCOC,-0.6390
TSTD2,-0.6034
NR4A2,-0.4248
FBXL5,-0.7912
RILPL1,-1.2776
LAMC3,-0.0688
NMD3,-0.0432
DOK4,-0.5893
BEGAIN,-0.5589
AP000867.1,-0.2234
TAF9B,-0.0688
TMEM71,-0.2495
TRAF6,-0.0688
C5orf47,-0.0688
SCXB,-0.9030
AC007742.7,-0.0688
C13orf35,-0.5950
NANOS3,-0.0688
SDCCAG8,-0.6968
EMC1,-0.1065
AGTR1,-0.0688
OR6C74,0.7250
CTSL,-0.0688
DDRGK1,-0.0688
VAPA,0.4138
PLET1,1.3481
MEIS3P2,-0.0688
ADNP,-0.7254
CREB3,-0.0688
HELT,-0.0688
TAT,-0.0688
ANP32B,-0.0688
ATP2B2,-0.0688
TBC1D28,-0.5538
C7orf26,-0.0688
SULT1A3,-0.4983
MCU,-0.2773
LRRC29,-0.0688
FLRT3,-0.0688
MLLT4,-1.1756
FAM189B,0.6847
SPATA31A3,-0.0688
BICD2,-0.8032
CAMK2A,0.2417
CACNA1G,0.3917
ANKRD18CP,-0.0688
UBE2Q2P1,-0.0688
ZBTB14,-0.0688
AC005042.4,-0.0688
ZNF74,-0.0688
ATG4A,-0.3927
AP3D1,-0.0422
XRCC3,-0.0567
PRAMEF6,0.0519
RANGAP1,0.1052
OR8B4,0.8330
PTTG1,-0.5149
RP11-797H7.5,-0.0688
NLRP13,-0.2138
UCKL1,-0.0688
FAM25A,-0.3876
SAA1,-0.5041
ICK,-0.6497
TEKT3,-0.5451
FSIP1,-0.0688
BNC1,-0.5229
FAM180A,-0.0688
HNF4G,-0.0688
RP11-297B17.2,-0.0688
ZNF774,-0.0688
IGSF11,-0.2308
NET1,-0.5687
SP6,-0.6500
BPIFB6,-0.1977
FCAR,-0.1484
EMP2,0.6593
TLR5,-0.0688
FAM132B,-0.2254
STK39,-0.0688
LIPI,-0.1941
SRP72P2,-0.0688
KEL,-0.3554
OR51A8P,-0.0688
KIR2DL3,-0.3041
AP2A1,-0.7946
MYPN,-0.6282
ZCCHC16,-0.5810
LINC00265,-0.0688
KIR2DS4,0.0636
GM2A,-0.0630
ADAMTS13,-0.4011
CORO6,-0.3155
AFG3L1P,-0.0688
SLC6A13,-0.1747
MPST,-0.0688
ESPNL,-0.0688
POLR2K,-0.9119
TMPRSS11F,-0.2091
ZNF107,-0.7033
DUSP9,-0.0688
RP11-96B5.3,-0.0688
ACAN,-0.2682
TRAF3,-0.6459
UBE3C,-0.0688
NOL10,-0.7384
USP33,-0.4459
SH3BP2,-0.3809
CDAN1,0.0487
THBS4,-0.0688
XAGE3,-1.4126
C6orf89,-0.2199
DDX21,-0.7635
GOLGA2P6,-0.0688
SUN5,-0.2257
NHEJ1,-0.0688
FOSB,-0.5749
SCAND2P,-0.0688
SDHAP1,-0.0688
LSR,-0.6272
SMPD4,-0.1276
TCAIM,-0.0688
GPX4,-0.4132
MTSS1L,-0.6651
PTPRC,-0.6117
CCNG1,-0.0710
PPOX,0.0897
TP53TG3D,0.7333
RPSAP15,-0.0688
CSPG4P8,-0.0688
TAF3,-0.9645
SYT5,-0.3840
SIAH1,0.0867
MAP7,-1.1888
POMGNT2,-0.0803
IMPDH1,0.0549
TC2N,-0.4176
MED23,-0.0447
CEPT1,-0.0688
SYNE2,-0.7676
IGKV7-3,-0.0688
SASH3,-0.0688
TMEM207,0.4075
OBP2A,-0.3012
ANKRD36P1,-0.0688
ZNF365,-0.0688
C5AR1,-0.0688
ABI1,-0.7079
SNX15,-0.6853
ATP6V1H,-0.2941
KIR2DL2,-0.2527
NUTM2B,-0.3445
PKLR,-0.5522
LITAF,-0.0544
RPL35,-0.0688
STOML2,-0.2723
FAM163A,-0.1341
AC096772.6,-0.0688
PDZK1,-0.5678
CGB,-0.0352
RPL23A,-0.5929
SEMA4D,0.2833
AMTN,0.0034
APOD,0.0866
RASEF,-0.6805
FAM212B,-0.5904
CTGLF12P,-0.0688
LAGE3,-0.2858
LEPR,-0.0688
PRAMEF8,0.0730
TAF5,-0.4204
METTL17,-0.5086
NR6A1,-0.4381
ZNF708,-0.8817
NUGGC,-0.5088
TESK2,-0.4129
CRYZ,-0.0688
TSGA13,-0.9013
ZNF160,-0.8477
RP11-230G5.2,-0.0688
LMBR1,0.5002
OFD1,-0.0688
LBX2,-0.0688
C1D,-0.0688
WAC,-1.6361
COG6,-0.5258
TRPC4,-0.3099
LRRIQ3,-0.0688
CREB1,-0.3671
SPAG8,-0.5755
HNRNPA2B1,-0.0688
SKAP2,-0.7706
LRRC41,-0.0688
MAGEA13P,-0.0688
PIP4K2C,-0.4000
CPA5,0.2625
DPYS,-1.3736
TXNRD1,-0.1896
AADACL2,0.6038
MALT1,-0.1185
KCTD14,-0.1938
PPIA,0.0759
ATR,-0.1526
PHKA1,-0.2348
SNRPEP3,-0.0688
RHBDD1,0.2548
