Gene,n
TMEM53,278.0
AIF1L,43.0
C6orf136,182.0
CCDC180,221.0
PLP2,153.0
CUL4B,234.0
TFAP2E,443.0
CCDC22,628.0
TPK1,195.0
CBWD5,348.0
TLE1,771.0
TNFSF15,175.0
LRRC16A,177.0
ADAMTS13,345.0
HSPG2,95.0
TMEM38B,238.0
FAM110D,272.0
ZBTB12,460.0
CTRC,70.0
C10orf126,173.0
NINJ1,153.0
RABL2A,166.0
LRRC7,218.0
ABCC2,1546.0
C9orf117,521.0
TSC22D3,135.0
AIF1L,47.0
FZD8,695.0
TSC22D3,78.0
DMAP1,132.0
OLFM1,486.0
KYNU,308.0
GTSF1L,149.0
TGFBR1,504.0
TTC16,874.0
OR2J2,313.0
LY6G5C,226.0
ZFAND3,165.0
PIN4,157.0
IARS,1263.0
CASZ1,1760.0
HLA-A,372.0
LGSN,209.0
EPC1,764.0
AKAP4,472.0
C9orf156,160.0
PLEKHG5,931.0
MOG,143.0
YTHDF1,560.0
PTCH1,1447.0
WDR44,807.0
ECD,645.0
RHOXF2,289.0
TACR2,399.0
CCND3,293.0
AGO1,783.0
TCTN1,261.0
CDC14B,486.0
XPNPEP2,184.0
FOXE1,374.0
C11orf48,121.0
UNC5B,935.0
LHFPL1,221.0
CASP12,342.0
TEX10,930.0
OR2W1,321.0
OR10G9,312.0
SSX3,101.0
DNASE2B,362.0
ANK3,460.0
TAF8,339.0
CXCL12,120.0
MRPS18A,128.0
CST7,168.0
ANK3,1862.0
FAM76A,308.0
TRPM6,978.0
MIB2,920.0
TPP2,1250.0
PLA2G2F,212.0
WDR78,849.0
GNL1,608.0
C1orf86,113.0
MOCS1,357.0
HSPB11,75.0
TTC22,570.0
GIGYF2,1300.0
TRMT2B,495.0
RIMS1,741.0
HPSE2,549.0
FAM178A,759.0
FGGY,253.0
DLG3,513.0
KCNMA1,1178.0
PTBP3,553.0
LEPRE1,207.0
TCTN3,608.0
MOCS1,282.0
C9orf78,290.0
MCTS1,182.0
CDH22,829.0
C20orf26,471.0
SDHD,160.0
KRTAP5-10,171.0
TGFBR3,851.0
UGT1A10,442.0
CXorf56,223.0
TTLL9,231.0
BEND7,375.0
MAP7D1,378.0
MUC21,567.0
FUBP1,645.0
CCDC120,631.0
MAPK13,153.0
ADAMTS13,1428.0
MLTK,801.0
DPM1,261.0
AGER,122.0
CBWD6,396.0
SHC3,595.0
C9orf141,231.0
PHF11,332.0
CASK,382.0
CCSER2,1048.0
LST1,92.0
ACSS1,154.0
MRPS18A,197.0
UGT1A8,531.0
COL9A2,83.0
PTPN20B,227.0
MED8,180.0
TXNDC8,128.0
TRIM32,654.0
FAM213B,232.0
SLC35G1,365.0
OBP2B,171.0
SNCG,128.0
MBNL3,343.0
PTGER3,389.0
COL24A1,1715.0
HMGCLL1,238.0
SORBS1,685.0
BHLHE23,226.0
APBB1IP,667.0
HABP4,414.0
EXOSC1,179.0
PPCS,139.0
CCL4L1,93.0
POLH,415.0
MDS2,141.0
C20orf187,51.0
BLNK,434.0
CTBS,386.0
MMRN2,950.0
CD72,121.0
RP11-160N1.10,80.0
AWAT1,329.0
KAZN,776.0
PAGE2B,95.0
SLMO2,165.0
PGC,389.0
PLEKHM2,1000.0
CSMD2,3632.0
BIN1,425.0
PKHD1,4075.0
TOR2A,254.0
RUFY4,608.0
PIK3AP1,628.0
ZNF32,274.0
ZNF615,732.0
TRPM3,1580.0
COL4A6,1692.0
ECHDC2,66.0
OR2H2,313.0
IDS,344.0
CBWD5,360.0
PPA1,290.0
PLAC9,56.0
SCLY,236.0
ST3GAL3,152.0
CCDC180,1702.0
TMEM189,271.0
BRWD3,1803.0
KCNMA1,1153.0
C10orf53,94.0
SERBP1,403.0
HIATL2,135.0
ENTPD1,511.0
HDLBP,974.0
SCGN,277.0
CYP4B1,498.0
EXOSC2,294.0
ST3GAL5,419.0
C6orf47,295.0
FBXO47,453.0
ARL5B,180.0
AC021218.2,299.0
RAPH1,1303.0
HDAC1,483.0
C6orf141,245.0
ZBTB17,811.0
GALNT10,542.0
PEF1,285.0
UBIAD1,180.0
FHL1,281.0
NBL1,182.0
TRIM37,804.0
MAPK13,258.0
VPS28,234.0
SYT15,422.0
STX16,326.0
CST11,104.0
OBSL1,1805.0
CEP55,465.0
MIER1,451.0
SAMD13,117.0
AZI1,1045.0
SLC25A25,470.0
MYCL,237.0
SLIT1,1462.0
EPS15,763.0
C6orf25,194.0
NFS1,398.0
ACBD4,269.0
UBE2U,256.0
ARHGEF1,949.0
GOT1,414.0
HTR4,389.0
ADAM23,833.0
NCR3,178.0
C10orf99,82.0
PLCB4,1188.0
OSBPL9,724.0
SHROOM1,784.0
GRIPAP1,797.0
ZCCHC24,229.0
DDX26B,862.0
GPR115,753.0
SSBP3,389.0
WLS,122.0
CUTC,274.0
SORBS1,1267.0
DHRS3,303.0
HELLS,311.0
KIF3A,700.0
COPRS,173.0
ABCC2,294.0
RIMS4,270.0
NUP188,1750.0
HIST1H2BL,127.0
UBE2NL,154.0
SUN5,355.0
ZCCHC6,169.0
MCM10,856.0
NTM,345.0
TCTE1,502.0
MASTL,880.0
EBPL,153.0
C6orf62,230.0
AMER1,805.0
HMGN4,91.0
HTR2A,472.0
MYO3A,248.0
OR13C5,319.0
PER3,1211.0
GRTP1,337.0
TRDMT1,118.0
SMPDL3B,456.0
ADIG,60.0
DUSP13,189.0
SLC16A12,517.0
MORN1,351.0
C10ORF68,588.0
NALCN,669.0
GGNBP1,110.0
LY6G5C,149.0
ZBTB40,1240.0
FCN1,327.0
SLC22A11,482.0
ZZZ3,904.0
MARK2,692.0
SMPDL3B,374.0
HES2,174.0
CTH,406.0
GMNN,102.0
CDC26,86.0
SURF4,270.0
KCNE1L,143.0
CCDC28B,201.0
ZYG11A,760.0
ATG4C,189.0
TMEM252,171.0
TMEM255A,326.0
MTO1,718.0
EDNRB,533.0
DHCR24,517.0
NKAIN4,147.0
ATP6AP2,351.0
SLC25A19,264.0
NOX1,565.0
GNE,723.0
SLC9A6,670.0
PRAMEF17,475.0
NFIA,499.0
CD177,146.0
TM2D1,270.0
SSH3,472.0
REXO4,251.0
PIGU,416.0
PPP6C,306.0
UGT1A7,531.0
RNF39,355.0
ASIP,133.0
CTTN,635.0
PRKACB,246.0
PNMA3,464.0
NUDT11,165.0
PRKCZ,593.0
H2AFY2,373.0
TCF7,269.0
CLCNKA,687.0
GRM4,913.0
ERI3,338.0
EXOSC2,200.0
RABGGTB,153.0
ELAVL4,386.0
PDE4B,565.0
ASS1,170.0
ST8SIA6,399.0
CPN1,459.0
SLC38A10,1120.0
C11orf49,327.0
C10orf128,160.0
FAM209A,172.0
SORBS1,186.0
EXT1,747.0
UBE2A,78.0
FAM120AOS,257.0
GTF2B,317.0
GSN,783.0
DNLZ,179.0
SPRYD7,158.0
UBR2,440.0
CD28,102.0
IRG1,482.0
GPR107,601.0
CRNKL1,849.0
C1orf127,657.0
FLJ45079,155.0
HES5,167.0
MAPKAP1,476.0
PHYHIPL,377.0
GABRE,366.0
TRERF1,1201.0
MZT1,83.0
ABCA4,2274.0
TRAF1,417.0
KDELC2,410.0
COL11A2,1656.0
TTLL6,186.0
SRSF10,174.0
FPGS,588.0
ZMYM6,724.0
MRGBP,205.0
TNNC2,146.0
CDNF,86.0
PPIH,135.0
DMD,526.0
PPP1CA,331.0
HOGA1,86.0
GOLGA1,768.0
NLGN3,829.0
HCRTR2,445.0
ZCCHC6,125.0
DOLK,539.0
GBP6,634.0
UBR2,1756.0
SUSD1,723.0
DNTTIP1,330.0
RPRD1B,327.0
DCUN1D2,187.0
TSPAN14,223.0
TMEM8B,339.0
LRRIQ3,192.0
PARK7,170.0
PABPC1L2B,201.0
TCP11,471.0
CD164L2,172.0
MB21D1,523.0
ESPN,855.0
MAN1C1,631.0
PI16,464.0
CCDC107,257.0
SNX30,438.0
CT47A1,289.0
BMI1,327.0
HECTD2,427.0
GDF5OS,251.0
PRPF18,343.0
HS6ST2,463.0
SPATA6,489.0
CTNNA3,896.0
STK24,210.0
ZNF275,330.0
SLC17A9,437.0
GRIA3,895.0
ZBTB48,689.0
KAT5,514.0
WAS,503.0
TRPM3,1326.0
FGGY,576.0
FPGT-TNNI3K,152.0
ZNF169,97.0
PRRG1,219.0
UBR4,5184.0
TBC1D4,1299.0
ANGPTL7,347.0
AFF4,901.0
NCMAP,103.0
CYP4A11,521.0
PLK3,647.0
DMD,1226.0
ASTN2,1336.0
AIF1L,95.0
ID4,162.0
RBBP4,426.0
ATG9B,924.0
DAB2IP,1070.0
CEL,757.0
MATN4,623.0
TIMM23,162.0
DLGAP4,990.0
PHC2,318.0
SPANXD,98.0
LDB3,399.0
YARS,529.0
RPS6KA1,205.0
CCDC40,479.0
HYI,248.0
GNMT,296.0
TG,2712.0
KCTD20,420.0
EBPL,98.0
MTHFR,698.0
HSPA14,510.0
ARAF,187.0
ZNF449,128.0
LY6G6C,126.0
FUBP1,656.0
CRYZ,243.0
MLIP,269.0
NTMT1,146.0
HS2ST1,230.0
ARMC12,331.0
KDM5C,1517.0
KDM2B,1337.0
ZFP64,416.0
PTPRU,1437.0
OR13A1,329.0
ARHGEF39,300.0
TP73,637.0
OR12D2,308.0
PSMA7,150.0
MECR,298.0
KIF16B,503.0
TNFRSF25,427.0
WDR65,1251.0
FAM182B,153.0
FAM76A,279.0
DCLRE1C,435.0
ZXDB,804.0
MEN1,576.0
PHF20,549.0
GPR173,52.0
ANKRD20A1,824.0
HCK,527.0
ZCCHC6,1496.0
SPATC1,592.0
VSTM2L,188.0
AUNIP,358.0
EDA,390.0
MED4,225.0
SLC35A2,219.0
RNF207,635.0
PLEKHG2,578.0
FGGY,464.0
SZT2,2534.0
C6orf89,348.0
CDK9,490.0
GLO1,185.0
SAMD8,327.0
RPS24,134.0
PLAC9,88.0
ST3GAL3,202.0
UQCC1,274.0
TCEAL5,207.0
CCND3,243.0
SRPK1,548.0
JPH2,697.0
PCSK5,691.0
CORT,106.0
GLT6D1,277.0
ACSF3,312.0
PRKG1,660.0
PPIL1,167.0
SYVN1,618.0
PRRG3,103.0
PUM1,1225.0
LCN2,201.0
C9orf135,230.0
CMPK1,229.0
KLHL4,721.0
XKRX,450.0
RP11-268J15.5,108.0
HECTD3,862.0
HIST1H4C,104.0
STK40,441.0
AGFG1,523.0
CCDC107,138.0
DIAPH2,1097.0
RAPGEF1,1095.0
NPDC1,326.0
HABP4,309.0
PTPRT,1441.0
GPR20,359.0
ZIC3,458.0
ITGAV,1013.0
GPAT2,672.0
FAAH2,533.0
NDRG3,389.0
TBC1D2,469.0
ZNF133,654.0
SMIM5,78.0
C9orf3,820.0
STAM,541.0
DYNLT3,117.0
ATP2A2,51.0
CHD5,111.0
MALRD1,508.0
MAOB,521.0
FAM196B,536.0
CYP4X1,510.0
DDB2,364.0
RAPGEF1,1078.0
LDLRAP1,309.0
EPB41L1,702.0
GBP2,592.0
CNKSR1,721.0
CDK15,436.0
MRS2,444.0
LRSAM1,697.0
PDSS1,416.0
DEFB119,89.0
PPCS,214.0
PJA1,456.0
CCL4L1,97.0
SUSD3,243.0
CA9,460.0
MATN4,433.0
ZBTB34,501.0
CTSA,499.0
ARMC12,341.0
APOOL,269.0
SEP15,122.0
LY6G5C,148.0
GPR158,1216.0
CACNA1F,1913.0
MTF1,754.0
TTLL11,539.0
INIP,105.0
PFKFB1,472.0
SMARCA1,1055.0
PTPN20A,279.0
C1orf86,284.0
PSMB8,277.0
LEPR,897.0
BCOR,623.0
WDR34,537.0
SERINC2,465.0
CARD16,98.0
MAP7D3,859.0
ARFGAP1,407.0
LIPA,344.0
DSN1,250.0
EPHX4,363.0
MEAF6,170.0
SSX3,171.0
F10,333.0
DTD1,210.0
SLC2A6,446.0
OR2B3,314.0
CYP4A22,422.0
DFFA,269.0
COL21A1,955.0
ACTR3B,349.0
SEC16A,2135.0
GRIN1,886.0
MGME1,345.0
SLC9A6,650.0
LST1,36.0
CA6,309.0
SSX2B,189.0
ENTHD2,442.0
AMMECR1,297.0
TMEFF1,381.0
ARHGEF16,710.0
DCLRE1C,693.0
RPL36A,81.0
AGMAT,353.0
TSPAN1,242.0
POLR1C,347.0
LAMA5,529.0
DIAPH3,1183.0
DNAJC3,454.0
NFYC,313.0
PSMD10,186.0
RRP12,1298.0
AC005544.1,217.0
LHX3,398.0
ZMYM4,1460.0
TSPAN15,295.0
TSR2,192.0
DNAJC11,470.0
C10orf67,296.0
TEAD2,451.0
CRISP3,277.0
PNMA6B,400.0
ECHDC2,293.0
COPS7B,274.0
VMA21,157.0
PAGE3,114.0
AGTPBP1,238.0
HDAC8,378.0
SF1,640.0
PPA1,179.0
SIK3,1322.0
FAM129B,734.0
PSMB2,202.0
ZNF341,855.0
ZMYM6NB,155.0
DDOST,457.0
SHISA7,539.0
TMEM189,268.0
TMEM53,248.0
UBE2V1,106.0
PTGER3,366.0
HTR2C,249.0
SNRNP40,128.0
KIAA1217,933.0
SURF6,362.0
SYNDIG1,259.0
COX4I2,172.0
C9orf96,681.0
ELAVL4,367.0
PRPF4,523.0
SPAG16,538.0
PPP1R11,127.0
TEX30,228.0
TOMM34,310.0
KCNAB2,174.0
CLCN6,848.0
FFAR4,378.0
ZBTB40,1128.0
NPPA,152.0
TBC1D31,645.0
RPP21,155.0
BEND6,130.0
DIRAS3,230.0
TTLL9,440.0
DUSP13,249.0
STAU1,495.0
RPP38,146.0
DYNC2H1,4308.0
HCK,526.0
HCRTR1,390.0
SLC22A7,547.0
ARR3,360.0
AP002348.1,41.0
RAPH1,620.0
SCMH1,600.0
BRS3,400.0
UBR4,259.0
CCDC93,632.0
PRDM2,227.0
NALCN,219.0
ENTPD1,373.0
FOXP3,432.0
ATP6V1G2,79.0
PTGFR,360.0
FOXD4L2,417.0
UPRT,143.0
JUN,332.0
ZDHHC18,389.0
CUL4B,896.0
PCIF1,705.0
CDX4,285.0
LYZL1,195.0
BLCAP,88.0
MKNK1,425.0
RFX8,587.0
LDB3,284.0
LRP8,905.0
MS4A13,153.0
CNPY3,279.0
CNR2,361.0
C10orf128,130.0
NOL9,703.0
SGIP1,619.0
PLAU,432.0
RAVER2,679.0
CARD9,537.0
YTHDF2,580.0
NMT2,486.0
ADA,364.0
ADPRHL1,355.0
RXRB,538.0
MBNL2,374.0
RBL1,1069.0
KIAA1586,788.0
BTBD3,523.0
TOR2A,322.0
EXOSC2,286.0
ITM2A,264.0
CNTRL,146.0
TTC39A,427.0
PITHD1,99.0
PAGE2B,112.0
NFKBIL1,359.0
BTN2A1,152.0
LPAR3,354.0
LRRIQ3,200.0
MTSS1,731.0
TMEM53,112.0
IDNK,91.0
IPO13,964.0
CKAP2,495.0
LGI1,292.0
FRMD3,363.0
ARHGAP21,1166.0
ADAMTS13,277.0
NRP1,645.0
BRINP1,321.0
PCSK5,914.0
ANKRD2,334.0
PHKA1,1224.0
UBR2,576.0
PCDHA1,808.0
SYCE1L,243.0
FHAD1,326.0
BCOR,1704.0
BCL2L1,171.0
UGGT1,1532.0
ITGA8,1064.0
NPPA,102.0
OXLD1,148.0
HECTD3,472.0
OTUD5,567.0
GBA2,173.0
FAM27C,68.0
C9orf91,344.0
GBA2,878.0
AMOT,598.0
EMC1,993.0
TMEM189,92.0
EMC1,972.0
CBWD5,114.0
PIP5K1B,103.0
NFIA,533.0
CLSTN1,982.0
KLHL1,749.0
ATP11A,1192.0
LAYN,375.0
NEK6,348.0
RCC1,453.0
B4GALT5,389.0
NR6A1,477.0
NAA35,295.0
NTRK2,538.0
LIG3,1010.0
FOXP3,397.0
DIAPH2,1102.0
C10orf62,224.0
CXorf31,80.0
GFRA3,370.0
HOGA1,165.0
NRXN1,145.0
LCN12,193.0
TMEM235,197.0
IFIT1B,475.0
AGTRAP,112.0
KPNA6,537.0
TYW3,260.0
HLA-E,359.0
EIF6,227.0
NCDN,713.0
SLC3A2,632.0
MOSPD1,215.0
PTGR1,74.0
CENPI,757.0
HNF4A,108.0
THEMIS2,261.0
FSD1L,499.0
EFCAB14,496.0
RUNX2,500.0
CREM,237.0
COL5A2,1500.0
FAM171A1,891.0
HHLA3,122.0
HPCA,194.0
ATP6V1G2-DDX39B,100.0
RBMX2,59.0
NSMF,506.0
GRIPAP1,842.0
PARD3,989.0
BPIFB3,477.0
SMAP2,400.0
SHROOM1,853.0
TDRD3,129.0
CASK,910.0
SPATA25,228.0
PARD3,1354.0
FAM135A,1303.0
PARD3,1245.0
GFAP,180.0
AGER,348.0
DCX,361.0
CCBL2,421.0
CBWD3,376.0
PLXDC2,481.0
RABEPK,373.0
FRAT2,234.0
TBC1D4,1236.0
ABI1,477.0
ZBTB17,804.0
CHPF,299.0
GALNT12,582.0
IFNLR1,186.0
IRS4,1258.0
PARS2,476.0
UPF3A,477.0
HPSE2,535.0
C9orf16,84.0
MPP2,570.0
PLA2G5,139.0
DMD,618.0
PTCH1,352.0
TAS1R2,840.0
ARHGEF10L,489.0
CCND3,212.0
MDC1,1826.0
MTM1,604.0
FBXO44,257.0
PAX2,420.0
SET,267.0
MAP3K19,1329.0
CXCL12,94.0
COMMD6,86.0
CREB1,231.0
GLRA4,418.0
UQCC2,102.0
PTPN20B,147.0
SPAG6,510.0
LHX2,407.0
CCDC17,60.0
WFDC2,125.0
BRD3,74.0
HTR7,480.0
RFFL,356.0
DMD,636.0
DDX43,649.0
SSX4,189.0
OR10C1,313.0
PTPRT,1452.0
TCEANC2,239.0
PCDHA5,817.0
DAB1,589.0
PKN2,937.0
SLC44A1,658.0
ZCCHC11,1645.0
AMOT,853.0
NCR2,259.0
PTPRT,1461.0
HEPH,1162.0
NSDHL,374.0
PRF1,556.0
C20orf62,171.0
DIS3,929.0
AGBL4,321.0
RHOXF2B,289.0
RSG1,259.0
DPP7,493.0
EFHC1,641.0
SLC17A9,431.0
ZNF275,377.0
MAGIX,271.0
SPATA31A4,1358.0
SLC35C2,233.0
C9orf47,236.0
FKTN,235.0
UBE4B,101.0
MAPRE1,269.0
PSMB9,220.0
PABPN1L,290.0
FPGT-TNNI3K,698.0
SPTAN1,2478.0
PRDX1,98.0
UBE2C,141.0
PBX3,435.0
NKX2-2,274.0
RLF,1915.0
DPM1,288.0
EBPL,103.0
KCNK15,331.0
PALM2-AKAP2,1104.0
TXNDC12,173.0
LYPLA2,232.0
GATA1,335.0
PCCA,729.0
SPAG4,438.0
ST6GALNAC6,375.0
CRYZ,193.0
SRPX,465.0
DIAPH2,1098.0
CYP26A1,429.0
C6orf106,299.0
NKAIN4,120.0
SOX3,447.0
WFDC12,112.0
AKAP14,139.0
PIM1,314.0
NRM,204.0
SCN1A,1999.0
PRKAA2,553.0
KCNMA1,1172.0
AC024580.1,239.0
ZNF618,375.0
GKAP1,367.0
ARHGAP36,412.0
ZNHIT6,471.0
HYI,239.0
FAM50B,326.0
SAE1,267.0
SRXN1,138.0
CCL4L2,93.0
PLSCR4,240.0
NPSR1,159.0
IGHV5-51,117.0
MB21D2,492.0
TES,193.0
MAGEB5,276.0
KRTAP10-2,256.0
B3GALT4,379.0
PRKAR1A,125.0
COBLL1,1205.0
FOXP2,695.0
OR2J3,312.0
NDUFA3,73.0
PPFIA1,1186.0
KCNIP4,251.0
FAM86B2,130.0
AKT1S1,277.0
PRB3,310.0
SSC5D,1574.0
TP53BP1,1978.0
LZTR1,822.0
TRAJ6,21.0
LETMD1,100.0
ATP13A4,1178.0
TBC1D7,130.0
TMEM194A,372.0
TRGV5,118.0
IGKV5-2,115.0
CD55,318.0
TRAV1-2,106.0
LAMB1,851.0
DHRS13,378.0
HYDIN,5122.0
TTC23,392.0
VCX3B,215.0
ADAM2,580.0
AEN,328.0
FBXL18,719.0
NANOGNB,189.0
PRDX4,187.0
IGHD2-2,10.0
MYRF,538.0
KRTAP10-7,376.0
ITSN1,1221.0
SPINK4,87.0
KCNK2,423.0
FBXW11,509.0
RUFY1,601.0
RNF216,924.0
RP11-408E5.4,80.0
ZC3H13,625.0
OR6C68,318.0
FNDC3B,72.0
ZNF292,67.0
IGLV4-69,119.0
TGM6,626.0
RNF32,236.0
ARHGAP28,730.0
DNPH1,149.0
MLF1,300.0
NFIB,201.0
GLB1L3,314.0
IDI1,285.0
FABP6,178.0
DNASE1L2,279.0
PSMF1,176.0
PLEKHM3,718.0
SYNPO,930.0
CENPJ,1339.0
CCDC64B,509.0
COLQ,447.0
KCNV2,546.0
FBXW7,532.0
FCAR,180.0
VIL1,517.0
CCDC88C,89.0
PTMS,105.0
NOXRED1,360.0
IGLC7,107.0
GCNT6,255.0
HNRNPA3,379.0
AKR1C1,324.0
MAPK9,383.0
IRAK1,683.0
POLA1,1469.0
SERPINB5,376.0
MAP1A,3042.0
METTL7B,245.0
NT5C3A,286.0
KCNMB3,276.0
ACSL6,698.0
TRBV6-9,115.0
MOGAT3,282.0
CPNE5,302.0
RP11-1084J3.4,285.0
IGLV1-50,118.0
NIT1,292.0
ZMYND11,603.0
DOCK8,1567.0
SLMAP,507.0
MSRA,193.0
DENND1A,1021.0
LHX6,393.0
TNNT3,251.0
IL15RA,268.0
PRR5L,369.0
PTPN11,461.0
ADTRP,256.0
NSFL1C,260.0
TRAJ41,21.0
ARCN1,424.0
ITGA7,1119.0
NUDT5,187.0
AC022498.1,125.0
FAT4,4982.0
ATXN7L1,534.0
C5orf56,81.0
TMEM91,173.0
MST1,265.0
POSTN,837.0
RENBP,428.0
IL18BP,116.0
KLK11,276.0
TFPT,245.0
AC074091.13,195.0
ZMYM5,383.0
SLC22A23,406.0
YIF1B,284.0
PPP2R2B,510.0
SEMA6D,1055.0
ZMYM2,378.0
MGA,3027.0
NSMF,508.0
CER1,268.0
DAZ2,559.0
ZNF321P,234.0
PGBD5,410.0
IGHV1-69,117.0
TNK2,1087.0
SPTBN4,679.0
SERP2,66.0
NUPL1,510.0
SAMD9,1590.0
TRAV13-1,112.0
LATS1,691.0
STX2,289.0
FAM3A,193.0
TRDJ4,16.0
CARD6,311.0
EIF4G1,1513.0
ZCCHC3,405.0
ERCC2,406.0
PSIP1,531.0
KLC1,561.0
ASPH,204.0
PLXNA1,1897.0
KCNAB1,391.0
MDM4,141.0
DUOX2,1549.0
ISY1,286.0
NIN,1582.0
TRAV21,112.0
TRIM6,517.0
RBM24,237.0
TRMU,377.0
ALOXE3,868.0
PDCD4,459.0
PCYT1B,370.0
HNRNPL,180.0
DIP2C,657.0
RDM1,262.0
EID2,237.0
C12orf54,102.0
ANKRD42,199.0
HAUS6,956.0
DCTN3,161.0
SFMBT2,161.0
USP32,391.0
CD9,228.0
GEMIN8,243.0
KIAA1191,287.0
LILRB4,450.0
LRRC30,302.0
PTPRN2,999.0
PSME1,251.0
TAS2R13,304.0
MVK,345.0
NOMO2,1268.0
SLCO1A2,580.0
GPX3,227.0
SLC25A29,146.0
ADAMTS6,293.0
RABL2A,229.0
GPCPD1,673.0
INTS1,2395.0
PCNXL4,231.0
AFAP1,815.0
RALGDS,860.0
ME2,480.0
UNKL,681.0
GPR12,335.0
IGHV4-34,123.0
TRBJ2-2,17.0
AK3,228.0
DDX17,653.0
C9orf173,387.0
SLC30A5,119.0
HELLS,316.0
ICAM4,272.0
BEND2,646.0
SLC41A3,462.0
MEDAG,304.0
ITPA,195.0
CALHM2,219.0
CPNE9,504.0
CENPN,354.0
CNTLN,1407.0
NPHP1,733.0
TMEFF2,347.0
PSIP1,334.0
MDH1B,284.0
CCM2,466.0
IGLJ2,47.0
CASP2,172.0
GREB1,458.0
C3orf72,176.0
ZNF414,391.0
KRTAP5-6,130.0
TFPT,194.0
MDM1,70.0
AQP7,194.0
LILRB3,632.0
LRRC37A,1636.0
CCDC150,1102.0
FDX1L,184.0
TLR6,797.0
ZNF816,59.0
CCL3L3,48.0
TP63,556.0
BDP1,464.0
CEBPZ-AS1,81.0
PLCXD1,324.0
TRAV25,109.0
HAT1,335.0
HYDIN,834.0
ARL4C,193.0
CD86,324.0
SRCAP,3054.0
PTPRR,452.0
PPP1R18,614.0
CD300A,151.0
CRLS1,203.0
LY6G5B,213.0
KBTBD7,685.0
CEP112,956.0
SLC10A7,160.0
CPEB2,568.0
TSSC4,128.0
HSPA1L,642.0
LETM2,492.0
CLCN4,730.0
KANK1,353.0
ZNF583,137.0
MSL3,196.0
CBWD1,78.0
IGLV3-32,106.0
SYT8,401.0
MARCH2,177.0
CYorf17,183.0
LSP1,468.0
GSE1,1145.0
ACOT9,449.0
ZMYM2,1378.0
FAM219A,184.0
AC117834.1,72.0
TBC1D3G,528.0
IL17RC,706.0
RCL1,176.0
PFKP,203.0
SNRPD2,109.0
EMR2,226.0
ZNF559,539.0
RFC5,320.0
POU5F1B,360.0
KCNJ1,392.0
PRICKLE4,345.0
PDE11A,490.0
DEAF1,566.0
BCL2L11,72.0
DDX52,492.0
TM6SF2,378.0
PPP1R1B,169.0
ZNF768,541.0
MICB,384.0
ALOX15B,677.0
ARRDC5,343.0
PSORS1C2,137.0
SERF1B,111.0
RBBP7,470.0
NGRN,292.0
LILRA3,457.0
CRLF2,234.0
TRAJ56,21.0
ORC3,712.0
GCOM1,416.0
HERPUD1,367.0
ZBED1,695.0
EBF4,599.0
U2AF1L4,182.0
VCX3A,187.0
IKZF3,328.0
FAM117B,590.0
TAB3,685.0
PFKFB3,521.0
KLC1,577.0
GPR123,561.0
HLA-E,359.0
ARAP1,1211.0
AHCTF1,2267.0
KMT2A,3970.0
ASPH,759.0
PKP4,1193.0
TRPC3,922.0
UTY,1393.0
PLRG1,515.0
SQSTM1,441.0
TRIM7,330.0
MAGEB1,348.0
C8orf44,160.0
TMPRSS6,825.0
KDM8,221.0
TRAJ34,19.0
SLC35G2,413.0
GALC,663.0
KLRC2,232.0
PITX2,175.0
ZNF552,408.0
NR0B1,106.0
GPR64,967.0
KIF24,1369.0
API5,505.0
IGHM,454.0
CCDC91,442.0
FAM65A,1224.0
POT1,504.0
NTNG2,531.0
KIF13A,1758.0
TAPBP,505.0
HAGHL,283.0
C6orf10,564.0
MIPEP,714.0
ACVRL1,504.0
TRAV34,112.0
PID1,249.0
TIGIT,245.0
SPTB,2329.0
NEMF,277.0
LONRF2,755.0
TRAJ25,20.0
ZFP1,408.0
HKR1,641.0
MASP1,616.0
ARL6IP4,339.0
KLC2,546.0
PAPLN,1110.0
SNPH,495.0
CADM2,405.0
FBXO16,293.0
ABCA12,2278.0
HEATR5A,2041.0
ADARB2,740.0
RGCC,138.0
RBMY1D,497.0
UFSP1,143.0
KDELR2,39.0
RNF31,922.0
PPP2R2B,502.0
MAP3K4,1609.0
RYR3,4871.0
PPP6R3,880.0
TPT1,161.0
AMPD2,761.0
MKS1,560.0
IGHV3-11,117.0
SEMA4B,738.0
TRBV7-8,116.0
ANXA4,322.0
ZNF573,579.0
KIF20B,1723.0
CCDC178,868.0
RNF150,298.0
DUSP14,199.0
COLQ,456.0
DCTN1,1272.0
KIF2A,687.0
CCDC171,1327.0
BBS1,447.0
SPATA6L,292.0
GAPVD1,1479.0
CCDC174,468.0
NKX3-2,334.0
RFC1,1149.0
MPP1,241.0
CTAGE1,746.0
STATH,53.0
ARSK,537.0
OR51F1,320.0
PFKFB4,435.0
PXDC1,232.0
PRPS2,147.0
CADPS,1354.0
CCNYL1,290.0
PLCXD2,305.0
ABCC8,1582.0
AKR1C3,324.0
IDH3B,386.0
TMEM87A,556.0
RALGPS1,385.0
IGLV2-14,120.0
MAP3K19,1153.0
RESP18,92.0
AMELY,207.0
KRTAP9-7,170.0
LYRM9,79.0
RAB37,192.0
MST4,340.0
PRIMA1,154.0
TSLP,64.0
URB1,2272.0
HDDC3,180.0
CAMSAP1,1603.0
KIAA2026,2074.0
PTCHD2,1393.0
TPO,877.0
CUL5,781.0
PPP6R3,874.0
NDUFB6,129.0
FAM198B,528.0
