Gene,Theoretical Peptide Count
GS1-124K5.9,1
LENG8,168
CA5B,64
RUNDC3B,1
DKK3,49
PSG2,19
SUV39H1,118
NGRN,1
MSI2,60
ZMYM5,149
OR1R1P,1
WASH2P,1
DNAI2,112
PSMC5,111
TPM3,1
BPTF,629
DNAH11,947
PLEKHA5,271
C22orf29,47
KCNJ15,75
HFE,46
SHISA2,41
RAD23A,59
CYLC1,224
FKBP9L,1
OR51G1,45
ZNF587B,33
PTPN6,140
MOCS1,141
SLC25A20,61
UQCR10,17
NETO1,114
OR5B3,31
ZNF484,177
AGGF1,170
CLCN6,65
TMEM184A,29
SEMA3B,1
CPT1C,150
SPATA8,27
USP6,183
LGALS9,27
SLC7A8,62
SERPINA11,68
COL26A1,69
OR51S1,32
GNL3L,150
GPR88,45
OR10AA1P,1
ABO,75
AP2A2,178
RUNX3,73
CENPBD1,50
RPLP0,59
METTL21B,25
FAM174B,36
TBX1,86
DALRD3,57
HDAC6,148
GLUL,78
LAIR1,45
PRX,308
FAM9B,73
VSTM4,78
IL1RAP,140
EED,89
ZNHIT2,73
BTBD6,74
COL12A1,549
RSBN1L,199
AC073072.5,1
OSCP1,77
ZNF620,99
ZKSCAN1,139
IMMP2L,44
AC009299.5,1
OR10H1,42
SEP15,33
GPR113,124
CROT,135
ABCC5,298
PGS1,83
AQP6,33
HGS,141
FOXP1,15
CCPG1,194
MPPE1,63
DGAT1,84
DNAJB14,19
TIMM50,112
PPP2R1B,128
KLK7,31
CCDC172,73
SULT4A1,61
POLR2L,16
KLK5,43
RPS17L,50
SDR42E2,35
DNAH12,94
SUMO4,23
SART1,231
TREML3P,1
KCTD11,48
NDUFB1,25
SPDYE6,1
NDUFV2,53
CLEC7A,11
TBC1D10C,86
SLC6A15,43
ZNF609,296
SKA2,38
BRSK1,178
KRT2,125
OR4X1,36
DPP8,158
RAB39A,59
KLK3,42
TUBA8,76
TNP2,47
BTBD9,61
AC022558.1,1
C10orf91,15
TAGLN2,43
RPRD1A,76
SNURF,22
CYBRD1,35
AES,35
RAB11FIP4,151
RP11-276H1.3,51
MORF4L1,100
WDR63,167
FCRL6,73
FAM109B,49
NOC4L,103
SMARCA2,83
CCNG2,66
TRPT1,57
PRIMA1,20
OR4C16,39
ANKS4B,94
BANK1,163
ANKRD17,341
CACNA1I,356
FAM3C2,1
DEFB105B,20
FBN1,430
SEC13,50
KRTAP6-1,7
TMEM39B,92
RABGAP1L,112
ETV3,45
OR2T11,36
WBP2NL,34
RIBC1,61
MYO1D,278
OR8K3,36
TMEM51-AS1,1
NUPR1L,37
LRR1,47
SOCS1,48
OR4F4,40
LCE3A,18
RP5-1027G4.3,1
NKX2-5,66
PPAP2C,51
CNOT10,131
YES1,115
OR5AQ1P,1
MYRF,107
ZNF726,181
ADCK4,111
C22orf39,31
KRTAP17-1,1
UBE2C,30
PTGR1,76
ZNF585B,93
SLC6A16,86
INADL,275
CHEK2,111
FOXD2,59
C2orf70,51
ATXN7L1,36
SLC38A5,53
SH3BGRL3,23
NLRP6,205
PLEKHD1,144
EIF5A,32
PPM1K,46
UNC119,52
PAQR4,31
INPP5K,65
OR52H1,33
TFDP2,73
GP6,103
RAPH1,217
SEC16A,53
MSTO2P,1
CUL4A,175
LINC00305,1
C10orf67,58
ATP2C1,159
TSPAN16,38
ABRA,104
MAP7D3,250
MID1IP1,31
ADCY4,169
OR8H1,43
ZBTB7A,97
ATG4C,101
LSMD1,27
PLGLA,1
EGFLAM,191
ZNF621,27
SPDYE3,65
FAM124A,91
ZBTB38,249
RPH3AL,81
MOB2,50
ZNF507,175
CCZ1B,109
RAX,68
ZNF497,108
PEX7,49
C6orf120,23
RBM14,104
EPHA10,54
EWSR1,26
NBPF3,104
OR51B2,41
ALOXE3,152
TFAP2A,80
SLCO2A1,93
CSH1,41
MAGEA6,44
DYNC1I1,116
HEXDC,73
HNF4A,98
C1orf145,52
DDX53,156
SCAI,132
FAM156A,59
VWDE,23
MYO5B,222
MED29,39
MED14,262
LNX2,116
RPRD1A,71
TRDN,241
MAGEA11,62
CYP27C1,82
FAT4,459
GHRHR,11
HEATR4,234
PCK1,125
DEFA5,21
GIPC3,77
ENSAP3,1
ANP32E,41
CLASP2,102
KRI1,198
MRFAP1,36
ZNF486,122
CGREF1,42
ARL14,52
MRPL11,59
HBG1,31
PINK1,118
KATNA1,87
BTLA,52
AC105206.1,1
GLTSCR1L,137
CASP9,74
TRHR,57
HNMT,38
RP11-30M20.1,1
BIN1,112
ZNF84,173
YAF2,52
ENOSF1,45
ST3GAL1,73
CHID1,94
LUZP1,298
SEMA4B,136
DAB2,126
RP11-702F3.2,1
C12orf36,44
ABHD1,57
FAM120C,171
TSPYL6,82
C9orf84,268
NR2C1,110
TPM1,84
DAOA,23
LRRC70,109
ZBED2,63
ZGPAT,113
PTCH1,221
EFCAB4B,60
FRMD1,1
LAS1L,71
FAM187A,81
CECR5,75
OR4K3,1
KIR2DL1,52
TCF12,113
OR6M1,40
TUSC5,32
KRTAP21-1,5
NR2C1,83
MAGEB17,88
PCDHB9,1
CABP4,68
SPIRE1,149
PCDH15,311
TCOF1,295
EDC3,93
PITPNM2,252
TMEM236,59
ERCC4,210
ACAA1,79
FAM169B,47
ZNF233,144
OR6S1,42
DAG1,159
SRRM1,297
EMC10,45
TTC7B,175
CRMP1,133
RP11-23P13.6,1
TRPM8,232
DYRK1B,121
GJC1,82
HEPHL1,214
LRRC37A2,248
NOMO2,209
PMS2P2,1
USMG5,16
CCDC106,89
YLPM1,438
AC025335.1,1
FAM63B,45
NR2C2AP,29
GTPBP3,89
RASGRP1,172
ST8SIA3,84
RNF135,39
OR10P1,43
ATP2A2,183
VENTX,41
CCDC132,80
OR51J1,33
MAF1,42
CMTR2,133
PPHLN1,90
FSD2,138
HECTD4,1
KCNH5,211
PARP10,43
CCDC57,1
EMR2,110
FANCF,82
RP11-403I13.4,1
GPR162,104
A2M,239
ZNF20,140
GCC1,206
OR10H4,35
POLD4,29
CSPG4P4Y,1
TRIM46,158
IL20RA,83
ATL2,122
OR52N4,43
CCS,44
BTBD7,211
REST,247
DGCR6,50
SPNS1,68
MRGPRG,36
ARHGAP21,275
PACS2,181
OSBPL3,199
MOB1B,42
EHBP1L1,292
C1orf64,35
SMDT1,23
ASPHD1,73
AC097359.1,1
TADA2B,117
TFE3,93
TUBB2A,70
PHOSPHO1,58
RPP40,68
SLC12A4,180
RTBDN,49
OR7E13P,1
C2CD3,368
RFWD2,129
CATSPERG,49
EIF4EBP3,17
HIST2H3D,54
SUMO2,19
KCNK18,58
TRIM25,135
EYA2,81
TAC4,20
TBC1D8B,137
OR56B3P,23
STX4,83
ROBO2,239
TOLLIP,49
HNRNPA0,62
NPHP1,150
TCEAL2,77
CLSPN,316
NFKBIZ,112
WASF3,91
UNC5A,134
TUBB,70
FOXK2,108
SNX29,91
SSBP3,1
MRPS22,89
SUMO3,25
NPEPPS,174
RP1-130H16.16,1
ATAT1,75
RAP2B,39
UTS2R,72
MPI,51
HTR1D,57
SWSAP1,31
PTPMT1,39
BRD9,98
ABLIM3,168
OR52E6,35
C3orf38,66
ZNF816-ZNF321P,1
C15orf60,51
ILF3,168
NCBP2,51
POMZP3,37
ZNF540,201
LOXHD1,1
CLK1,139
ZNF490,139
SELV,60
SS18L1,18
TFDP2,80
IGFN1,677
DCAF11,19
C18orf32,22
SLIT1,164
LASP1,64
KLHL25,119
GIT2,90
KARS,150
RORC,122
ZNF101,137
FAM83A,83
C12orf54,31
RFX6,137
BAIAP2,124
C9orf47,43
SEC31A,183
RIPPLY3,36
TREX2,61
ZNF610,125
BMP2K,198
SPTBN1,528
TMEM176B,39
GJD4,71
DMAP1,135
LRCH2,162
PPM1M,55
CD99L2,21
BCL2,40
PTPRB,428
OR13F1,37
SLC39A9,33
PCMTD2,84
CDK1,59
ARHGAP28,154
CPZ,131
KCND2,119
MRE11A,168
POFUT2,92
GDPGP1,63
LMO1,45
SERPINA7,64
TTTY13,1
RNF166,46
NEXN,225
PTPN7,77
AMY1B,101
ARFRP1,51
FDCSP,16
HOMER1,88
CCDC85B,53
PHYKPL,45
FAM181B,62
NR2F1,78
HACL1,97
MEN1,123
ELN,55
TCP11L1,100
OR7A5,31
CYP2A13,122
ICA1,81
KDELR1,35
CEP112,68
RPL7A,50
SETD4,105
ABCF1,227
HNRNPH2,87
RHOD,44
UBE2D3,31
PUM2,149
AADACL3,52
WDR27,153
PDXDC1,146
NAIP,1
RBBP8,222
RBM8A,49
PHF8,192
NUDT17,52
ZNF483,193
ZNF699,155
THEMIS2,93
SCN5A,322
EEF1A1,112
STX19,84
CD28,45
THADA,185
CEP63,183
SDC3,41
CLGN,114
ATL3,101
CTC-505O3.3,1
EXD1,113
C4orf32,24
CFLAR,121
IMPDH2,107
NACAP2,1
CTD-2369P2.2,1
PARVA,93
C9orf64,52
CEP170,384
TUT1,166
SERPINA5,82
POU6F1,49
ZNF491,128
LCLAT1,71
EWSR1,103
PRDM7,39
BET1L,19
HDAC5,163
MITF,95
IQCH,229
AC004870.5,1
PPP1CC,69
RP11-16K12.1,1
RMND1,63
C5orf24,40
TBX1,87
SLC25A36,65
POLR2B,262
DYNC2H1,204
ARL6IP4,112
ZXDC,118
PDIA5,128
SSX2,54
NPAP1,144
DEFB104B,24
KRTAP22-1,5
SLC22A8,81
QRFPR,37
ACPP,71
HRAS,46
JUP,125
FAM208B,473
GPIHBP1,29
PPP2R1A,114
HADHB,95
RRP12,278
TPTE,21
OR14C36,37
C14orf80,84
ZDHHC8,134
ODF2L,203
BPTF,643
OR52B1P,19
RGS19,44
ECHDC1,67
ATP6V0A2,150
SIRT6,90
PLXND1,339
NT5DC1,88
PALLD,168
LARGE,152
FAM21D,66
OR4F15,41
FGD3,146
SLC25A19,69
PMAIP1,22
PPIP5K2,288
SYNDIG1L,29
EIF1,1
CES2,96
BOLA2,39
KNTC1,425
FCAMR,5
STAG3,231
OR4G2P,1
BGN,78
UBXN11,84
SPAG5,233
HSP90AA1,206
CMTM1,22
DXO,79
LURAP1L,45
ARID1A,279
SYTL2,236
NR1I2,109
KIF27,345
TMEM25,54
FRMD8,86
GPR125,239
NDNL2,87
PKM,118
FAS,1
AC012074.1,1
MRPL30,51
SYNM,362
CHORDC1,84
CAPN12,139
NLRP12,208
POLR2A,354
DDX39A,70
GTF3C6,28
DGKH,266
TSKU,45
C12orf42,25
TMEM107,17
EEF1A1P16,1
MEPCE,136
EHD1,124
FCHSD2,153
SLK,311
OR4F17,38
OR9G1,40
SENP7,208
ST5,284
ARHGAP1,81
H3F3AP4,1
ING1,78
UBA1,186
SLC25A41,71
IFT20,1
C7orf13,40
PAPPA,254
AL109806.1,1
TMEM105,27
OR9K1P,1
TRIM50,104
TTTY14,1
FHL5,64
B4GALT2,84
GFM1,1
LINC00476,1
SSR4,27
FAM35DP,1
LYSMD4,49
VGLL2,31
ME2,120
MTUS2-AS1,1
SV2C,115
NR1H4,63
PLS1,124
BEST3,119
OR56B2P,1
AL513477.1,1
YME1L1,181
SEC14L4,7
HEXDC,103
CDKN2D,30
GOLGA2P7,1
NEK6,65
SH3BP1,105
MMP14,124
ZNF532,290
DDX41,164
KIAA0930,100
RCHY1,63
CD3EAP,82
PKD1L3,1
PTP4A3,50
CCDC33,211
PDLIM5,58
KIAA2018,275
ZBTB4,168
TMEM102,74
RP11-181G12.2,1
ZSCAN25,126
NAP1L4P1,1
GLTP,47
AC097658.1,1
EPGN,21
TFEC,66
ABLIM2,92
RNF4,44
CXorf56,63
SLC22A8,76
VN1R1,57
SLC13A2,55
LIMK1,133
TMEM234,16
KRT79,118
ATP6V0C,15
CTNNA3,49
TCP1,129
LIMK2,135
LILRB1,94
PRKACA,94
NME9,72
RLTPR,264
OR4L1,39
DIO1,31
MRPL38,92
TSC22D3,39
OR4F16,40
KREMEN2,63
RALY,55
TMEM212,17
DEFB124,13
TOP3A,220
AKR7A2,57
PDZRN3,94
TMED9,56
FBXW4,79
VIPR1,72
C4orf50,52
RPS27L,25
C16orf72,60
UBE2I,40
SERTAD2,44
FILIP1L,317
FAM212A,49
RTN4,55
COX6B2,25
OR5K1,44
CRTC1,72
C8orf47,60
UGT2B17,102
SLC37A4,54
TAF7,97
RP11-290F5.2,1
MS4A15,13
MIF4GD,49
RPP25,46
SLC38A9,70
CCDC157,168
VSIG2,40
UGT2B15,104
FMN2,256
HSD11B2,69
AIFM3,151
ADORA1,50
STK17A,87
ROMO1,15
TM2D3,41
E2F7,188
CUL4B,221
PFN4,32
HOXB4,59
OR5G1P,1
CCBL1,68
DEFB112,35
CBX3,56
IST1,73
CYP2S1,81
KCNMB3,54
TRIL,1
DVL3,126
OR51M1,37
AGPAT4,84
FIGN,100
LY6G5C,25
RABGGTB,47
LRRC16A,314
OR1D2,44
MPP4,116
CRYGN,27
OR56A4,57
CCDC129,134
SEPT4,119
COL4A6,243
ZNF572,108
AP1B1,161
SLC29A2,35
IL36B,34
ACSM5,125
CTC-471F3.4,1
GPR89A,80
ISYNA1,89
SCAP,31
DPP8,167
USH1G,112
NFXL1,186
CTU2,92
ZFYVE1,169
TGIF2LY,58
GNG2,20
TMEM168,119
UBE2E2,28
IL32,47
PHYHIP,66
BCL2A1,37
ELN,67
PHF20L1,87
CSF1,80
HSPA6,154
TMEM70,50
SGPP2,60
FAM211B,74
GAK,226
MRPS31,111
ZNF446,56
CAMKK2,97
PPIL2,125
ASAP3,174
C17orf62,19
MUC20,65
ANKRD19P,1
PPP1R12B,251
RPL23P2,1
FUT7,76
TRIM61,53
CCDC137,111
OR10T2,48
PRSS55,67
ASCL2,50
RNASE10,36
C14orf39,148
ZNF561,19
MRI1,59
NELL1,130
FAM86B3P,1
DSCC1,81
OR5R1,45
PLXDC1,79
AGBL5,137
AMBN,44
CRISP1,40
NCL,199
NEURL3,1
TMC6,138
PRR14L,91
CHCHD5,21
GIT1,29
SETD3,68
AC010170.1,1
ATPAF1,68
RRS1,119
RND1,53
SSFA2,230
CDK19,86
FANCI,269
MRGPRX4,50
UXT,41
AVL9,108
HCLS1,115
ZNF518A,1
HCG4,1
SLCO3A1,83
PHF21A,124
LRIG3,185
IRX3,65
WDR20,116
B4GALNT4,225
SNURFL,1
TPGS2,47
OSBPL1A,212
RC3H2,103
IGSF9B,204
ING5,68
COL6A2,187
PHF23,84
GPD2,164
TNFRSF10D,79
CDPF1,27
ITGB2,70
LINC00643,1
CYP2B6,97
GLULP4,1
BCL11A,161
C8orf82,19
ANGPTL5,77
CNGB1,49
SEZ6,53
AGR3,35
MLXIP,160
DACH1,93
EBF1,103
HPSE,106
DYRK2,22
PDE8A,171
TNS3,244
LIPT2,51
ZNF548,124
ENPP7,89
COL4A4,265
RGS11,100
GPR133,39
GSAP,1
MAP7D1,244
SNN,15
JAM2,77
AIF1,53
RHOBTB1,151
RELA,89
OSBPL2,102
GIMAP7,100
HSPH1,199
AQP1,31
ACVR1C,85
DDC8,179
CCDC93,191
OR51V1,41
OR52B3P,1
RP11-468N14.4,1
SCRIB,309
PGBD5,107
MBNL1,60
OR8D4,48
RIC3,32
KRTAP19-7,7
ZBTB49,137
FAM86B1,23
TERF1P1,1
TNIP1,169
CRELD2,54
BOK,47
RALGPS1,44
KRT36,91
TMEM184A,13
IFNLR1,43
OR5D18,43
KRTAP23-1,3
ERMAP,90
ZNF404,152
SLC22A12,57
DZIP1L,197
ADPGK,69
TSPAN16,20
OLFML2A,92
SUV39H2,83
RBM39,112
AP4S1,29
H1FX,81
CIITA,183
LYNX1,9
FAM133A,86
ZDHHC23,83
C11orf88,58
RNF32,103
ANKRD18DP,1
KIAA1549L,270
GPR151,59
PHF12,173
TNFRSF18,45
TSEN54,114
C2orf73,19
GKN2,31
CARM1,82
PROM2,124
GJC3,59
RPGR,136
LSAMP,72
CBX3P1,1
LIMS1,78
TBC1D31,246
NT5DC4,74
FARSA,109
ATP5S,56
SH3BGR,38
CDK20,55
AP2B1,164
TTC32,34
ODF3,61
ENKUR,86
LMO7,357
RP11-651P23.5,1
ANKZF1,177
ACAP2,195
GP5,99
PDE4D,50
MYB,146
PGBD2,151
SSTR2,59
KCNK12,87
ANG,35
SIGLECL1,41
GSG1,58
MID1,134
RIPK4,159
ETNK1,47
MRPL12,50
SAMD7,82
IFFO1,112
RBFOX1,59
IL5RA,53
TH,9
OR5AN1,38
B3GNT3,66
GRIA2,146
ZNF354B,179
GYS1,143
ZCCHC5,45
OR5J2,42
PODN,145
ALYREF,72
MAB21L2,95
SLC39A1,31
MOBP,65
RAB11B,53
SNCB,23
PKM,118
ZWINT,41
RAD54B,195
PDE4DIP,256
DIAPH2,273
CCDC65,155
PUF60,87
HSD3BP4,1
MTG1,84
CBWD1,80
RGN,68
MINA,104
WASIR2,1
TCAP,34
OR51A9P,1
C11orf42,58
PXMP2,43
P2RX4,1
SEPT3,16
TPRN,126
ATP11C,228
OR6A2,37
ZNF408,137
IMP3,61
GGN,108
IL20RB,40
LIMCH1,265
TMEM104,71
DHX34,244
TMIE,33
FUZ,62
R3HDM1,176
NFATC3,122
MED25,77
FAM71C,48
ZNF726,24
CETN1,53
LGALS7B,31
MCCC2,113
FMN1,161
CPSF3L,1
BRWD1,553
FGF8,71
ZNF611,190
INTS3,197
RECQL5,237
ARHGAP6,198
PARP15,86
MAK,136
GGA1,105
TP53I3,28
ZNF836,223
PRDM2,344
KRBA1,150
ZNF671,113
SNCA,28
TRPV1,154
OR2V1,41
RP11-49C9.2,1
OR4A5,34
ASCC1,77
MAL,7
MS4A6A,27
EPSTI1,118
NFKB2,1
PUM2,155
SLC25A18,63
KTN1,1
ASCC3,13
PSMF1,48
OR52N2,35
KLHDC8B,58
AGAP2,214
MYADM,33
VMO1,33
EFCAB11,50
CCK,30
TBXAS1,104
CNGB3,185
C21orf2,66
TEX19,9
SLC9B1P1,41
ZNF554,107
IRX5,77
PIGW,78
SLC2A9,75
NGLY1,160
SEC14L4,21
S1PR5,68
CHMP7,108
PLA2G6,148
NOSTRIN,135
TALDO1,82
ZNRD1,23
TDH,1
STON1,146
SEC22A,52
GLYR1,124
CDHR3,145
XKR4,106
SLC26A7,88
OGFOD3,81
CCDC87,180
ZNF513,93
LRAT,46
MAPK11,70
Z98256.1,1
ZNF274,148
GAST,20
PABPC5,114
BCKDHB,73
PDCD1,48
CYFIP2,283
PAX3,89
RP11-504P24.3,1
MYEOV,64
TAC4,17
LMLN,120
ATAT1,90
EFNA5,44
OR6P1,41
KCNH7,244
PIH1D3,30
HIST1H1B,85
EMILIN3,149
FHL2,31
KANK3,152
PMF1-BGLAP,37
LRRC61,36
BCL2L14,75
RPL21P132,1
ENGASE,66
AL353898.2,1
CEP128,50
PRAMEF21,107
CD19,81
PPP1R8,61
TNNI3K,140
NOP56,144
TTLL1,101
C8orf4,43
FAM87A,1
TSPAN10,46
CCDC13,213
GNRHR2,1
CAPN3,37
SLC10A7,43
OVCH1,225
H1FOO,122
SERHL2,51
OR52K2,39
PLD5,7
PRG2,48
TPCN1,144
KCTD2,55
LCE1D,19
CD55,85
CCSER1,199
SENP3,124
LINC00304,1
ZNF569,165
AC099522.2,1
NFE2,64
MPZ,58
MUC13,66
CENPA,45
MYEF2,146
ALX1,74
KIF15,375
ADAMTS6,1
XKR3,91
AP000351.9,1
TNFRSF12A,28
RBM15B,240
SLC2A2,66
RBBP6,513
GLS2,122
KRT18P60,1
XKRX,82
PHKB,221
CCDC84,90
TIGD2,143
NAP1L5,29
TUBB6,68
MAMSTR,74
FAM101B,33
ACACA,463
RPS10,52
LRRC7,295
HMGA1,42
MTHFSD,86
TMEM136,42
ITFG1,82
TSHZ2,221
LCK,93
IGSF3,236
THEM6,58
BASP1,54
LRTOMT,28
KTN1-AS1,1
ZNF227,203
HRH3,80
SENP5,198
PIP5K1C,118
CALML3,35
FAM216B,43
GUSBP1,1
GDF3,69
PSMD1,176
PEG3,357
ASB8,57
KCNJ1,80
GAPDHP24,1
SLC24A3,93
FES,171
GTF2IRD2B,194
OR56A1,40
APAF1,87
ZNF335,204
THAP5,68
AMIGO3,83
TMEM31,31
FAM60A,63
RP11-544L8__B.4,1
TMIGD1,55
RTN4,194
HERPUD2,41
CSNK1G2-AS1,1
IP6K2,107
USP15,56
GPR39,75
SNUPN,73
CIZ1,29
TRMT12,93
ZNF480,116
PARL,72
KCNH8,212
PIAS2,114
EDNRB,96
OAZ2,31
LINC00158,1
PPP1CA,71
ZNF840,1
MVB12A,58
ZNRF3,142
STX3,82
TUBD1,75
AL138834.1,1
ZNF398,74
PPIE,67
RABL5,35
POM121L7,78
XCR1,48
HMGB1P14,1
CBFA2T3,113
LAMP1,69
OR3A1,42
TPM1,84
RP11-432M24.4,1
MTHFD2L,43
SPATA12,19
OR4B1,37
MAP1S,197
MT1F,17
XAGE1C,1
CCDC144NL,41
WFIKKN2,102
TRIT1,111
AKT2,111
PIP4K2B,1
AFF3,249
SNAP47,97
NPFFR2,96
PPFIA2,317
PNPLA2,88
AGFG1,66
ZNF283,9
PLAC8,17
ZNF197,35
TPH2,114
FCRLB,57
RAB6A,53
BCDIN3D,60
PDE2A,165
F8,43
GHRHR,57
SKAP1,71
CREB3L2,88
BTBD9,99
SUPT7L,66
DUOX1,308
MRTO4,75
BHLHA15,57
PLEKHA7,1
TOR2A,50
LIME1,58
ADORA2A,55
PDE6G,24
AC009951.1,1
PTPRM,251
APOBEC3F,79
SPAG11A,28
CD244,55
ATG16L2,166
BACE1,73
NR4A3,105
PTPN7,96
DEXI,3
ERCC6L,278
FAM104B,26
NPBWR1,50
YIF1B,42
HS3ST4,92
ZNF579,118
LSM10,33
PTGER4P2,1
DSEL,217
TESC,47
OLR1,54
IFT88,196
DUX4L11,1
CDHR1,114
FCRLA,37
OR13D1,38
HDDC2,25
CYTH2,56
FEZF1,99
ZNF135,121
PP13439,21
AL603965.1,39
ARPP21,118
HLA-DQB2,57
MCFD2,19
DDX31,138
FAM206A,40
RNF40,278
SLC35D3,60
TRIB1,82
TMEM39A,78
HR,192
AP002387.1,1
MASP1,126
GH1,43
COL2A1,245
PGA3,32
ANK1,22
SNX18,111
CDK10,69
MMS19,143
TLK2,195
SPTBN5,794
GNB1L,57
USP17L2,107
CLPTM1L,95
TMEM256-PLSCR3,49
KCNE1,25
HTR1A,79
C3orf55,25
ARHGEF1,200
CD6,81
RFESD,39
HNRNPH1,89
SET,54
IQCE,7
ZMAT4,48
VWF,19
NDST2,166
DPYSL2,111
S100Z,31
PDE9A,120
TERT,276
CD8B,54
HSD17B13,64
OR4P4,39
TNK2,112
PTPN21,235
GABRB3,104
OAF,56
BBS1,115
PTK2B,217
DCUN1D3,74
GORASP1,39
EPM2AIP1,142
PYCR1,57
ST6GALNAC3,70
CCDC89,119
SLC41A3,59
ZNF596,99
C11orf74,37
NPIPA7,21
C3orf35,26
CRELD1,78
HORMAD1,93
ZNF843,70
ISG20L2,105
ARL17A,42
DAW1,80
AC004166.6,1
CAPN6,150
ZNF454,120
THAP6,65
KRTAP19-5,7
CDK11B,214
PRSS8,27
AC073343.1,62
ZACN,65
SLC2A4,52
AHI1,229
FNDC1,359
ARSJ,116
GPHN,133
BTK,151
DIXDC1,114
KIAA1239,341
ZNF431,141
PSMD2,162
RP11-380B22.1,1
SYN3,98
CLDN6,27
OR10AD1,41
CRIPAK,53
FOXR1,67
PCP2,23
MACROD2,95
C9orf131,184
CYP4F8,1
LINC00301,1
UBQLN2,58
FMR1,75
EGR3,61
ZNF807,1
C19orf71,41
GBAS,73
C7orf63,200
TBC1D3F,142
SAMD14,105
EGFL8,55
NSUN7,100
TWF1P1,1
STOML1,72
BAALC,31
MOB4,46
OR4M1,41
TPT1,45
ZNF580,44
SUGT1,76
MFSD11,50
CATSPER1,135
MSL3,113
AC007362.1,1
AP1G2,142
C8orf34,29
CEP290,758
SPINK6,19
VPS33B,150
SLX1B,51
JAKMIP2,238
UXT,41
P2RY14,64
RAB27A,49
ANKS1B,78
HPS4,104
LYG2,45
RREB1,277
KIAA0895,120
GCSH,33
RAD1,13
SENP6,164
OR10A7,40
CCT6A,125
STARD5,17
ADI1,47
PIK3R1,114
ANGPT2,89
SAMD9L,393
CSH2,23
RP11-123C21.1,1
FGFR2,140
HIST1H2AK,45
VPRBP,198
GABRG3,85
KCNE3,22
RPRML,13
TMEM132E,156
SYNJ1,303
ISCA1,29
HTR1F,82
DMBT1,166
GRK1,128
HIST1H3I,54
SERHL2,41
GLTPD2,64
PABPC1,146
ABHD17B,49
RNF212,58
C17orf70,123
C7orf61,60
RP1-146I3.1,1
SHQ1,110
WFDC10B,23
PISD,93
ALG12,74
CHD4,455
FLRT2,113
AC006111.1,1
GSTM1,52
AQP12A,37
COQ2,68
ZSCAN4,86
MARVELD2,120
EWSR1,86
OR7E14P,1
FAM71F1,78
PRMT10,137
UNG,66
TPM2,96
C15orf53,40
PPFIA3,301
KMT2E,301
GRB7,93
SPNS3,53
ZFAND2A,42
MTMR3,212
OR5L1,43
OR2M7,37
RGPD8,214
OAZ3,29
OTOP3,97
BRCC3,55
GSTM4,38
HTR7P1,1
SUGCT,86
ANKRD18A,58
SNAI3,77
CLPTM1L,97
PCSK6,87
ARHGEF7,148
OR4K5,38
SSUH2,93
FIP1L1,129
CDC14A,128
MOB3C,60
UBQLN3,87
C2orf76,32
PVRIG,41
EIF3J-AS1,1
PRCP,75
C1orf173,357
SIAH2,36
C10orf120,113
OR52D1,37
C5orf56,13
PCSK7,126
NUDC,96
LHX9,87
TLR8,194
CDC20B,107
OR2G2,49
MARCH8,62
GOLGA6L2,199
IQCE,173
PENK,58
VRK3,104
C2orf57,54
SSH2,1
DNAJC4,69
RNF24,34
POC1B,102
TTLL11,165
TNRC18,84
PRTFDC1,53
VAMP2,26
RNASE11,18
SH2D4B,100
C12orf40,168
RAD51AP1,83
MYLPF,44
OR5D17P,1
PALLD,82
SH3GL3,79
GPR152,35
DUT,59
ITM2C,58
BRF1,122
TAAR3,1
WDR75,162
MATK,126
DCAF4L2,67
TMEM151A,92
CLIC2,34
CMTM1,45
WDR5B,68
URI1,118
TASP1,86
GABRA5,90
PKD2L1,143
SPATS2,121
MITF,78
RBMX,128
C6orf223,84
IFRD2,131
KIAA0391,142
MRGPRX2,41
POLE,465
OAZ3,31
UTY,179
COA3,31
CALN1,39
SLCO4C1,100
DERL3,30
DCAF7,58
ARL17A,27
BCAN,139
TRIP10,140
CCDC88C,1
ZNF394,138
CLEC18C,85
AIRE,43
DCAF6,173
NSUN3,87
UPB1,78
HIC1,125
SERPINB6,82
AL357153.1,1
NRIP2,67
MYH16,1
ZNF236,330
TAGAP,114
SPAG17,478
EXOC3L1,124
PSG3,72
FAIM2,32
SUSD5,102
PMP22,13
GPR132,65
KRT6A,124
HFE,44
SNX33,119
NRBP2,56
PRNT,12
DNAAF1,100
ACSF3,121
PGR,144
RP11-558O12.1,1
AKIP1,48
KRTAP20-2,7
ZNF644,305
MAML3,57
OR4C12,37
LRRFIP2,210
AC132216.1,31
EP400,513
AP005901.1,1
MAD2L1,25
RNASEH1,73
EIF3C,230
L3MBTL4,152
NKX2-6,71
SERPINB3,78
RASSF3,65
ZNF140,24
GOLIM4,147
CTXN1,13
PNRC2,38
DCAKD,37
AC026271.5,1
CTBP2,95
ZC4H2,64
SLC47A2,74
TTC33,59
KIAA1033,275
PIK3R1,116
FBXW5,100
TREM1,43
DIS3L2,189
ISCU,54
CCAR2,180
OR4H12P,1
ASXL2,276
RNF170,27
EPC1,168
LGALS9B,53
SPDYA,85
AEN,85
GRIK1,175
KRTAP19-3,5
RNLS,51
EEA1,405
CECR1,58
PDXDC2P,1
CSNK1D,113
MACF1,1207
CHRNA9,91
TTC39C,124
CCDC34,108
AC005037.3,1
ADSSL1,102
TRAIP,125
